Work Order,Instructions,Product ID (Product) (Product),Quantity,Primær Asset Produkt,Work Order Type
WO042156,"Fejl på kandebryg. Kunne lave en kande tidligere. Men når der trykkes på knappen kandebryg, udleveres der ikke noget. Skærmen viser at den udlevere.",['130301975'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO051839,Røde pind til rensenøgle er knækket og de mangler muligvis filter i mælkesugeslangen. Røde pind til rensenøgle er knækket og de mangler muligvis filter i mælkesugeslangen.,"['130302287', '130302422']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO002509,Flow error. Startede under rens. Ingen drikke virker. Giv gerne kunde en update på hvornår vi kommer. Kunden siger de har tjekket at der er vand til maskinen. Flow error. Startede under rens. Ingen drikke virker. Giv gerne kunde en update på hvornår vi kommer. Kunden siger de har tjekket at der er vand til maskinen.,"['130301715', '130301377']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO034888,Tager HPFI relæ. ,['130301917'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO045282,Maskine drypper med vand under bunden. De har slukket maskinen. ,['130307140'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO002543,"Mail fra CK: Kaffemaskinen springer en sikring ud. Staionen mener, at der et problem med el, men vi vil først høre Bentax om der ikke er nogle kortslutninger ind i maskinen .  Mail fra CK: Kaffemaskinen springer en sikring ud. Staionen mener, at der et problem med el, men vi vil først høre Bentax om der ikke er nogle kortslutninger ind i maskinen .  Mail fra CK: Kaffemaskinen springer en sikring ud. Staionen mener, at der et problem med el, men vi vil først høre Bentax om der ikke er nogle kortslutninger ind i maskinen . ","['130301917', '130301338', '130301715']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO000624,"Under rens stopper den i step (hvor den ikke vil reg. mælkebeh.
Viser Temp. er for høj i køl, men er ok.
Lægger vand under maskinen.",['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO048772,"Melder flow error. Har prøvet de forslag maskine giver, men fejl vises fortsat.",['130301342'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO006139,Maskine smider vand under sig.  Maskine smider vand under sig.  Maskine smider vand under sig.  Maskine smider vand under sig. ,"['130301917', '130301453', '130301316', '130301145']","[1.0, 1.0, 2.0, 2.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO018481,Giver 1/2 kopper kaffe og stærk espresso  Giver 1/2 kopper kaffe og stærk espresso ,"['130301657', '130301682']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO014497,Efter sidste besøg er thevand og vand til americano rustfarvet,['130301651'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO031924,"Rød pind bag røde rensenøgle er knækket.
Kaffemaskinen i butikken virker ikke. Den skriver den trænger til rengøring, men vil ikke registrere rengøringstabletterne. ",['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO001321,"Den giver ikke mælk, og der løber mælk/vand i spildbakken og under maskinen.",['132000000'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO006332,"Melder der ikke er bønner i espressosiden, men det er der. Melder der ikke er bønner i espressosiden, men det er der.","['130301767', '131000007R']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO052051,Melder vandflowfejl. Der er åben for vandet.,['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO031927,"Der er vand i grumseskuffe og bag/under grumseskuffe. Der er vand på bord under maskinen. Kom efter rengøringsprogram er gennemført.
Melder temp. i køl for høj, kølet er tændt og mærker kold, der er lidt rim i køleskabet. Der er vand i grumseskuffe og bag/under grumseskuffe. Der er vand på bord under maskinen. Kom efter rengøringsprogram er gennemført.
Melder temp. i køl for høj, kølet er tændt og mærker kold, der er lidt rim i køleskabet.","['132000000', '130302194']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO014658,Fejlsøge på maskine. Maskinen vil ikke køre. Lovet vi kommer idag d.28/04-2022.,['130302125'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO044565,Stoppet til under mixerskål for kakao.,['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO021030,"Update: kunden ringer og siger, at temperatur stadigvæk er for høj i kølseskabet. Ring hvis i ikke køre forbi i dag Tlf.: 4232 5480
Maskinen melder fejl på mælke temperaturen. Kunden har målt temperaturen på mælken til 4 grader. Maskinen kan derfor ikke lave nogle mælkedrikke.",['130302313'],[2.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO003011,"Mail fra CK: Espressobønnebeholder melder ofte, at der ikke er bønner i, uden grund. Mail fra CK: Espressobønnebeholder melder ofte, at der ikke er bønner i, uden grund. Mail fra CK: Espressobønnebeholder melder ofte, at der ikke er bønner i, uden grund.","['130301892', '130301318', '130301317']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO013644,"we have 2 Machines on Deck 7 in Berlin Express on FS Deutschland that we don´t use since 1 year. We start the machine and they works. we would like to have changed the hoses in the machine.
And we also have 2 Modules to pick up. Can you come on Board please.
",['130301845'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO007165,Der løber vand  i grumseskuffen.   Der løber vand  i grumseskuffen.  ,"['130301892', '102128']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO012123,Stadig problemer med skum,['130302287'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO033283,"Melder vandflowfejl, kan ikke sige i hvilken forbindelse.
Har ikke kunne lave mælkedrikke tidligere på dagen. Melder vandflowfejl, kan ikke sige i hvilken forbindelse.
Har ikke kunne lave mælkedrikke tidligere på dagen.","['130302227', '130302263']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO040078,Kaffen udleveres imellem det sorte plastik (der holder kaffeudløbet) og det sølvfarvet plastik der er helt foran på udleveringshovedet. Se billede. Kaffeudløb er muligvis blevet væk.,['130302221'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO003014,Kan ikke justeret single shot finere. Og det løber for hurtigt. ,['130301917'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO026039,"Genkørsel:
Den virker ikke, den stopper under rengøring anden del i step. 2
Den skriver også Koger ikke klar.",['130302201'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO010647,Kakao blandes ned i mælkebeholderen.,['130302346'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO012396,Kan ikke lave cacao,['130302164'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO011813,"Fejl: ""Systemtid beskadiget – juster tid eller…""",['130302385'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO041736,"Registrere ikke tabs i røde rendenøgle.
Daluxnr. 246880",['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO035682,Melder piston error,['130301361'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO026219,"Jeg vil gerne bede om service til 2 kaffemaskiner i Coffeeshop på Benedikte.
 
De lækker under maskinen. Ser ud til der er mælk i vandet. 
 Jeg vil gerne bede om service til 2 kaffemaskiner i Coffeeshop på Benedikte.
 
De lækker under maskinen. Ser ud til der er mælk i vandet. 
 Jeg vil gerne bede om service til 2 kaffemaskiner i Coffeeshop på Benedikte.
 
De lækker under maskinen. Ser ud til der er mælk i vandet. 
","['130301127', '130301535', '130301923']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2 Starbucks,Nedbrud
WO040823,Virker ikke. ,['130301704'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO029189,Deres espresso løber alt for hurtigt og siger milk empty,['130301845'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO007078,Problemer med foam. Virker ikke. n Problemer med foam. Virker ikke. n,"['132000000', '130301923']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO020287,"Kan ikke køre rens. Melder :
_Cleaning: CoffeeMilkClean: Unknown exception caught in Activity::Execute()
",['131000014R'],[1.0],Thermoplan Kaffemaskine BW4 Neo CTM2 TC,Nedbrud
WO009755,Der er vand over det hele - kunde kunne ikke uddybe yderligere,['130302313'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO001515,CD: Mælken løber meget langsomt,['130301181'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO048652,"Kontakt Viktor 30422026 for at træffe aftale grundet særlige åbningstider. Kunden melder at der af og til kommer en mislyd fra kværnen, meget høj lyd. Den producerer dog produkter fint, men kunden vil gerne have dette efterset inden det bliver et problem.",['130305533'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO007712,Melder Piston error. Melder Piston error.,"['130301364', '130301201']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO037047,"Ved bryg af kaffe kommer meget lidt og fejl med status i styreenhed. Genstartet, men fejl kommer stadig og meget lidt kaffe.  Ved bryg af kaffe kommer meget lidt og fejl med status i styreenhed. Genstartet, men fejl kommer stadig og meget lidt kaffe. ","['130302313', '130302269']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO000444,Melder powder error på Americano Melder powder error på Americano,"['102230', '130301128']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO010354,"Maskinen går i sort skærm (lukker ned) når de skal køre rens.
",['130302109'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009074,"Vil ikke foame ordentlig.

Mail til færgen: Supervisor.FSCPH@scandlines.com
 Vil ikke foame ordentlig.

Mail til færgen: Supervisor.FSCPH@scandlines.com
 Vil ikke foame ordentlig.

Mail til færgen: Supervisor.FSCPH@scandlines.com
 Vil ikke foame ordentlig.

Mail til færgen: Supervisor.FSCPH@scandlines.com
 Vil ikke foame ordentlig.

Mail til færgen: Supervisor.FSCPH@scandlines.com
 Vil ikke foame ordentlig.

Mail til færgen: Supervisor.FSCPH@scandlines.com
","['130302366', '130301563', '130301922', '130301329', '130301715', '115906']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO036370,"Laver meget tynd kaffe, kan ikke justere den Laver meget tynd kaffe, kan ikke justere den Laver meget tynd kaffe, kan ikke justere den Laver meget tynd kaffe, kan ikke justere den Laver meget tynd kaffe, kan ikke justere den Laver meget tynd kaffe, kan ikke justere den","['130301175R', '130301535', '130301280R', '130301773', '130301624', '131000009R']","[1.0, 1.0, 1.0, 2.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO023366,"Den giver ingen mælk.
De har prøvet og genstarte maskinen samt rense mælkeslange",['130301715'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO024658,"Den skriver mangler bønner i beholder, periodisk.
Hun har prøvet at tage beholder af og sætte den på igen, men det hjælper ikke.",['130301624'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO045748,"indmeldt af afløser 50 16 36 80.  Maskine vil igen ikke registrere rensetabs i køleskabet.   Vi var forbi. d. 10-07-2024 og skifte noget, men nu virker det ikke igen.   Vil du ikke kontakte Jan Jørgensen 50 16 36 80 og melde når du har været forbi, så han er klar over det. indmeldt af afløser 50 16 36 80.  Maskine vil igen ikke registrere rensetabs i køleskabet.   Vi var forbi. d. 10-07-2024 og skifte noget, men nu virker det ikke igen.   Vil du ikke kontakte Jan Jørgensen 50 16 36 80 og melde når du har været forbi, så han er klar over det.","['130302070', '130302031']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO021049,Utæt ved rens.,['130301530'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO008572,Problemer med foam. Kommer kun mælk ud.  Problemer med foam. Kommer kun mælk ud. ,"['130301127', '130301128']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO041296,Kommer for lidt americano ud i forhold til koppens størrelse. Cirka en halv kop.  Kommer for lidt americano ud i forhold til koppens størrelse. Cirka en halv kop.  Kommer for lidt americano ud i forhold til koppens størrelse. Cirka en halv kop. ,"['130301175R', '130301624', '130301280R']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO036781,Mælkeslangerne trænger til at blive udskiftet. Ser mugne ud. Ved sidste besøg er der konstateret at de er ekstra lange. ,['130302313'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO019819,"Kunden melder maskinen ikke har kunnet brygge siden fredag.  Den kværner bønner men der kommer ikke noget ud.  Vil i ringe til kunden inden i kører derud, muligvis kan det fikses over telefonen",['130301638'],[3.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO002413,Mail fra CK: Fylder kun kopperne halvt. Mail fra CK: Fylder kun kopperne halvt.,"['130301845', '130301128']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO019616,"Vil gerne have besøg i morgen kl. 8 om muligt, der er ham som gør maskinen ren der.
Der kommer stadigvæk vand ud nogle steder.
Når de køre rense program kommer der kondens op i kakaobeholder, selvom han drejer studs, som han har fået besked på.
Update 29/8 Kunden oplyser at maskinen fejler når de tager tragten ud så kommer maskinen med en fejlmeddelse om at den ikke sidder korrekt og at grumsebeholderen er fyldt selvom der ikke er integreret grumsebeholder i maskinen. Ringet ind af Henrik 96 35 45 22",['130302173'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 P 380V MDB-T,Nedbrud
WO019477,"Vil gerne have besøg hurtigst muligt, eller gerne som den første i morgen d. 25-08-2022, da de har fuldt hus.
Kakaoen løber ud over det hele fra tragten inde i maskinen. Kunden har forsøgt at rengøre og tjekke om der skulle sidder noget fast.",['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO042454,Ved alle kaffedrikke (med og uden mælk) kommer der mindre i kopperne end maskinen ved siden af. Flere gæster har kommenteret på dette. ,['130301127'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO051272,Røde pind til rensenøgle er knækket. (Maskine står i Tivoli),['130302422'],[1.0],Thermoplan Kaffemaskine BW4 CTS2 TC AO med grumseudkast (380-415V) ,Nedbrud
WO044856,"Efter kun 2-3 kopper, melder den please wait, heating.",['130301917'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO045266,Drypper vand på bordet.,['130301697'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO033101,Røde pind ved rensenøgle er knækket.,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO035755,Ved latte kommer der meget damp ud ovenfor udløb. som om den steamer rigtig meget.  Ved latte kommer der meget damp ud ovenfor udløb. som om den steamer rigtig meget.  Ved latte kommer der meget damp ud ovenfor udløb. som om den steamer rigtig meget. ,"['130301918', '130301811', '130301860']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO032329,"Tekst fra mail: mælketemp for høj, der er ikke køl på mælken",['130302267'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO034890,"Maskinen blev tændt, og så lød der et højt brag og sikringen slog ud.",['131000009R'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO037906,Drypper ud ved udløbshoved ved bryg af kaffe. Således det rammer koppen og ikke en fin stråle. ,['130302221'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO017733,Den vil ikke registrere at slangen er i mælken.,['130301845'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO041548,"Melder powder error ved kaffedrik.
Har forsøgt med at tage andre drikke, hvor det virkede i lidt tid, men melder nu powder error igen. Melder powder error ved kaffedrik.
Har forsøgt med at tage andre drikke, hvor det virkede i lidt tid, men melder nu powder error igen.","['130301317', '130301624']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO031600,"Besøg gerne i dag eller senest i morgen.
Registrerer ikke rensetabs i blå nøgle. Besøg gerne i dag eller senest i morgen.
Registrerer ikke rensetabs i blå nøgle. Besøg gerne i dag eller senest i morgen.
Registrerer ikke rensetabs i blå nøgle. Besøg gerne i dag eller senest i morgen.
Registrerer ikke rensetabs i blå nøgle.","['131000011R', '130302294', '130302268', '130302244']","[1.0, 2.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO036511,Relæ er gået to gange i morges og komponentfejl komme efter rengøring og i løbet af dagen. Lugter også lidt brændt og vand inde og under maskinen.  Relæ er gået to gange i morges og komponentfejl komme efter rengøring og i løbet af dagen. Lugter også lidt brændt og vand inde og under maskinen.  Relæ er gået to gange i morges og komponentfejl komme efter rengøring og i løbet af dagen. Lugter også lidt brændt og vand inde og under maskinen. ,"['130302194', '130302244', '130301129']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO023592,"Når de laver shot, kommer der mere ud af det ene af de 2 udløb.",['130301796'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO031321,Køleskab køler ikke.,['130302267'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 P 2M RL TC 230V ,Nedbrud
WO053433,"Genkørsel, samme fejl: Maskinen udleverer kaffe kun hver 2. gang. Man kan høre den kværner, men der bliver ikke noget udleveret. Den beder om at få bønner fyldt op, men det er næsten helt fyldt i beholderen.",['130301280R'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO049054,Display reagere ikke når de vil sætte maskinen til at rengøre. De skal forsøge mange gange før det lykkedes dem.,['130301720R'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO002220,"Mail fra CK: Flow error, kaffebrygger ikke i slutposition Mail fra CK: Flow error, kaffebrygger ikke i slutposition","['130305160', '130304345']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO004090,Lægger lidt vand når den kører,['131000008R'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO012999,Mælk virker ikke. Laver halve kopper. Mælk virker ikke. Laver halve kopper. Mælk virker ikke. Laver halve kopper. Mælk virker ikke. Laver halve kopper.,"['130301893', '130301923', '130301535', '130301127']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO000883,Melder vandflow error Melder vandflow error Melder vandflow error,"['130302201', '130302200', '130302257']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO023601,"Vandet er ""beskidt"" når de laver cappuccino.
Der kommer vand først og derefter kaffen.",['130304344'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO006240,"Vil ikke reg. rensetabs, de har prøvet 4 gange nu uden held.",['130301785'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO019710,Drypper fra grumsebakke der er helt fyldt op med vand. Kunden vil gerne have tjekket maskine nr. 1 og 2 når I er der ude.  Drypper fra grumsebakke der er helt fyldt op med vand. Kunden vil gerne have tjekket maskine nr. 1 og 2 når I er der ude. ,"['130301638', '130301892']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO031260,"Doserer kun halve kopper. Ved kaffe med mælk og americano. Kunde vidste ikke om det var alle mælkeprodukter, eller kun ""kaffe med mælk"".",['130305527'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO047706,Steamer har intet tryk. Melder ikke om nogle fejl. Steamer har intet tryk. Melder ikke om nogle fejl. Steamer har intet tryk. Melder ikke om nogle fejl. Steamer har intet tryk. Melder ikke om nogle fejl.,"['130301796', '130301860', '130301590', '130301811']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO032044,"Melder komponentfejl, ved ikke i hvilken forbindelse",['132000000'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO025783,"Meldte bønnebeholder tom, hun ved ikke hvilken beholder, men det var ved espresso shot (har 2 beholdere med espressobønner i begge). Tog americano, der blev kværnet bønner, men fik kun meget lidt i koppen.
Tog så espresso shot igen, der blev kværnet, men fik meget lidt i koppen. Meldte bønnebeholder tom, hun ved ikke hvilken beholder, men det var ved espresso shot (har 2 beholdere med espressobønner i begge). Tog americano, der blev kværnet bønner, men fik kun meget lidt i koppen.
Tog så espresso shot igen, der blev kværnet, men fik meget lidt i koppen. Meldte bønnebeholder tom, hun ved ikke hvilken beholder, men det var ved espresso shot (har 2 beholdere med espressobønner i begge). Tog americano, der blev kværnet bønner, men fik kun meget lidt i koppen.
Tog så espresso shot igen, der blev kværnet, men fik meget lidt i koppen. Meldte bønnebeholder tom, hun ved ikke hvilken beholder, men det var ved espresso shot (har 2 beholdere med espressobønner i begge). Tog americano, der blev kværnet bønner, men fik kun meget lidt i koppen.
Tog så espresso shot igen, der blev kværnet, men fik meget lidt i koppen. Meldte bønnebeholder tom, hun ved ikke hvilken beholder, men det var ved espresso shot (har 2 beholdere med espressobønner i begge). Tog americano, der blev kværnet bønner, men fik kun meget lidt i koppen.
Tog så espresso shot igen, der blev kværnet, men fik meget lidt i koppen.","['130301624', '130301317', '130301273', '130301318', '130301892']","[1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO030865,Maskine 4 thermoplan giver ikke noget mælk Maskine 4 thermoplan giver ikke noget mælk,"['130301535', '130301715']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009529,"Mælken klumper, når den går igennem maskinen. Mælken klumper, når den går igennem maskinen.","['130301922', '130301715']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO038574,Skriger. ,['130301624'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO051775,"Køres den 3/1-25, så er de tilbage på kontoret. Maskinen larmer vildt meget når den udleverer, kunne tydeligt høres i telefonen. Den kan godt lave kaffe, den støjer bare.",['130500007'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO044029,"Melder flow fejl som i går. Virkede i går efter besøg, men fejler her til morgen. Melder flow fejl som i går. Virkede i går efter besøg, men fejler her til morgen.","['130301529', '131000009R']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO011870,Vil ikke kører rens.,['130302031'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO002916,Ny mælkesugeslange.,['130301428'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO034309,Drypper vand under maskinen. Der er meget vand i grumseskuffen. Drypper vand under maskinen. Der er meget vand i grumseskuffen. Drypper vand under maskinen. Der er meget vand i grumseskuffen. Drypper vand under maskinen. Der er meget vand i grumseskuffen. Drypper vand under maskinen. Der er meget vand i grumseskuffen. Drypper vand under maskinen. Der er meget vand i grumseskuffen.,"['130301316', '130301280', '130301175', '130301318', '130301773', '130301715']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO021120,"De kan ikke færdiggøre rense program.
Når de bliver bedt om at tømme mælkebeholder, så kommer der et rødt kryds og kan ikke komme videre.
Den er også utæt under rengøring og vandet løber ud på bordet. Ifølge kunden har den altid været utæt under rengøring.",['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO041468,"Kværnen lyder mærkelig når der kværnes espresso. Har taget kaffe, der fungere fint. Espresso bliver stadig ikke kværnet. Lyder som om noget sidder i kværnen. Melder tom på espressobeholder. Kværnen lyder mærkelig når der kværnes espresso. Har taget kaffe, der fungere fint. Espresso bliver stadig ikke kværnet. Lyder som om noget sidder i kværnen. Melder tom på espressobeholder. Kværnen lyder mærkelig når der kværnes espresso. Har taget kaffe, der fungere fint. Espresso bliver stadig ikke kværnet. Lyder som om noget sidder i kværnen. Melder tom på espressobeholder.","['130301364', '130301273', '130301280R']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO049599,Maskine laver ikke skummet mælk.,['130307949'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO007907,"Hvis hun sætter et shot i gang og samtidig bruger steameren, går maskinen i stå og skærmen bliver hvid. Og i et stykke tid derefter er der kryds over steam og tevand. Hvis hun sætter et shot i gang og samtidig bruger steameren, går maskinen i stå og skærmen bliver hvid. Og i et stykke tid derefter er der kryds over steam og tevand. Hvis hun sætter et shot i gang og samtidig bruger steameren, går maskinen i stå og skærmen bliver hvid. Og i et stykke tid derefter er der kryds over steam og tevand.","['130301860', '130301811', '130301821']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO022800,Den er utæt under rengøring.,['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO000235,Skal have skiftet mælkeslanget. Har været klippet over ifbm. ombygning jf. Sussi  Skal have skiftet mælkeslanget. Har været klippet over ifbm. ombygning jf. Sussi ,"['130302194', '130302313']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO001950,Mail fra CK fredag: Den smider vand ud af maskinen da den kørte rengørings program Mail fra CK fredag: Den smider vand ud af maskinen da den kørte rengørings program Mail fra CK fredag: Den smider vand ud af maskinen da den kørte rengørings program,"['130301127', '132000000', 'X130302082']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO005513,Maskine laver halve kopper på mælkedrikke igen.   Maskine laver halve kopper på mælkedrikke igen.  ,"['130302294', '130302194']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO001890,MAskine lækker vand - produkter smager ikke så meget af kaffe. ,['130302088'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO045062,Udlevere ikke nok ved latte. De andre drikke med og uden mælk er OK.,['130301715'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO051118,Skærm reagere ikke når de vil starte rens og de skal trykke flere gange for at den reagere på tryk på eks. kaffe eller skal i menuen.,['130301720R'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO051783,"[MAIL FRA KUNDE]:
we need a service for our Coffe Machines.
Machine BW149049 runs milk out of the bottom.",['131000009R'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
