Work Order,Instructions,Product ID (Product) (Product),Quantity,Primær Asset Produkt,Work Order Type
WO003208,"Maskine lækker vand ifbm. Renseprogram.

Ring til kunden ved ankomst.  Maskine lækker vand ifbm. Renseprogram.

Ring til kunden ved ankomst. ","['130302292', '130302394']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO028342,Melder vandflowfejl.,['130302213'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO003367,Der kommer vand tilbage i mælken. Der kommer vand tilbage i mælken.,"['130301128', '130301127']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO008447,Fejl i status styreenhed,['130305966'],[2.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO005836,Noget er knækket af på den røde rensenøgle,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO036901,"Maskinen melder bønnebeholder tom, men der er bønner på. Den lyder, som om den vil tage bønner ind, men gør det ikke, siger i stedet en underlig lyd. Maskinen melder bønnebeholder tom, men der er bønner på. Den lyder, som om den vil tage bønner ind, men gør det ikke, siger i stedet en underlig lyd. Maskinen melder bønnebeholder tom, men der er bønner på. Den lyder, som om den vil tage bønner ind, men gør det ikke, siger i stedet en underlig lyd. Maskinen melder bønnebeholder tom, men der er bønner på. Den lyder, som om den vil tage bønner ind, men gør det ikke, siger i stedet en underlig lyd. Maskinen melder bønnebeholder tom, men der er bønner på. Den lyder, som om den vil tage bønner ind, men gør det ikke, siger i stedet en underlig lyd. Maskinen melder bønnebeholder tom, men der er bønner på. Den lyder, som om den vil tage bønner ind, men gør det ikke, siger i stedet en underlig lyd. Maskinen melder bønnebeholder tom, men der er bønner på. Den lyder, som om den vil tage bønner ind, men gør det ikke, siger i stedet en underlig lyd. Maskinen melder bønnebeholder tom, men der er bønner på. Den lyder, som om den vil tage bønner ind, men gør det ikke, siger i stedet en underlig lyd. Maskinen melder bønnebeholder tom, men der er bønner på. Den lyder, som om den vil tage bønner ind, men gør det ikke, siger i stedet en underlig lyd.","['130301318', '130301892', '130301273', '130306229', '130301624', '130301317', '130301769', '130301893', '130301284']","[1.0, 1.0, 2.0, 0.3, 1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO022526,kan ikke lave mælkedrikke,['130301806'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO025016,"Den lækker vand under rens, hun tror også den er utæt ellers, da der ligger vand på bordet ved afløbsslange.
 Den lækker vand under rens, hun tror også den er utæt ellers, da der ligger vand på bordet ved afløbsslange.
","['130301379', '130302269']","[0.2, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO000242,Fylder ikke nok i mælkedrikkene,['130301129'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO043281,Vil ikke starte renseprogram kommer med piston error. forsøgt med genstart. ,['130301624'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO023946,"De vil gerne have besøg i dag om mulig.
Deres kaffemaskine slår Hfi relæ.
Deres Elektrikker ringede for dem og han siger, at han har pillet 2 ledninger ud af ""madkasse"" lige ved siden af, så de kan bruge resten af deres maskiner.
Vi kan ikke ringe til elektrikker da han går på weekend, men fik hans nr. 2979 5563.
 De vil gerne have besøg i dag om mulig.
Deres kaffemaskine slår Hfi relæ.
Deres Elektrikker ringede for dem og han siger, at han har pillet 2 ledninger ud af ""madkasse"" lige ved siden af, så de kan bruge resten af deres maskiner.
Vi kan ikke ringe til elektrikker da han går på weekend, men fik hans nr. 2979 5563.
","['130301705', '130301651']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO029081,"Tekst fra mail: 
Tjek af maskiner, da der er flere af dem, som ikke kører helt som de skal.
 Den ene giver en rigtig høj lyd lige inden den brygger.
 Og nu står sæsonen for døren, så hans ønsker er, at det hele bare spiller.
",['130301535'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO041117,Split i rensenøgle knækket Split i rensenøgle knækket,"['130302422', '130302254']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO009641,Power error ,['130301280'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009620,Vil ikke give mælk Vil ikke give mælk Vil ikke give mælk,"['130301128', '130301715', '130301739']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO001678,Maskinen melder flow fejl sidst i rengøringsproces og rens skal køres flere gange inden maskinen kommer igennem alle steps. ,['130302251'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO031677,"Den er utæt under rens, der kommer vand ud indefra maskinen.",['130301381'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO050600,"Melder at der mangler mælk. Mælkeføler er helt nede i mælken. Melder at køleskab er for varm. Kan ikke måle temperatur, der er frost i toppen af køleskab. Melder at der mangler mælk. Mælkeføler er helt nede i mælken. Melder at køleskab er for varm. Kan ikke måle temperatur, der er frost i toppen af køleskab. Melder at der mangler mælk. Mælkeføler er helt nede i mælken. Melder at køleskab er for varm. Kan ikke måle temperatur, der er frost i toppen af køleskab.","['130307283', '130302313', '130301114']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO017653,"Den giver for lidt mælk, eller for lidt kaffe eller så giver den kun ½ kop ",['130302197'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO035095,"Ved kakao løber det ud fra maskinen. Det bliver vådt inde ved mixerskål, som de forsøger at rengøre, men sker igen.  Ved kakao løber det ud fra maskinen. Det bliver vådt inde ved mixerskål, som de forsøger at rengøre, men sker igen. ","['130302164', '130302380']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO034103,Drypper vand,['130301872'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO046095,Tager sikringen. Tager sikringen.,"['130301338', '130301453']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO042044,Kunde har oplyst at maskine gik i sort og vand løb ud bagved maskine. Muligvis `vandslange` faldet af bag ved.  Kunde har oplyst at maskine gik i sort og vand løb ud bagved maskine. Muligvis `vandslange` faldet af bag ved. ,"['130304345', '130302226']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO017048,"Så snart maskinen tændes, slår den relæet. Ahmed vil gerne ringes op med besked om hvornår vi kan være der. ",['130301651'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO043748,"Tages gerne torsdag, de står uden kaffemaskine.
Tappen i den røde rensenøgle er knækket. ",['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO025468,"Den lækker med vand, hun tror det er afløb.
Udløb hvor man ændre fra stor til lille kop er meget stram.
Filter kaffe køre meget langsomt. Den lækker med vand, hun tror det er afløb.
Udløb hvor man ændre fra stor til lille kop er meget stram.
Filter kaffe køre meget langsomt. Den lækker med vand, hun tror det er afløb.
Udløb hvor man ændre fra stor til lille kop er meget stram.
Filter kaffe køre meget langsomt.","['130301811', '130301918', '130301860']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO044235,"Udleverer ingen mælk, lyder til den forsøger. Har tjekket mælkesug som er rent og mælk i beholder.  Udleverer ingen mælk, lyder til den forsøger. Har tjekket mælkesug som er rent og mælk i beholder. ","['130301715', '130301535']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO033547,"VAGTUDKALD: Maskinen skiver: ""Waterflow error"". Kan ikke køre.  VAGTUDKALD: Maskinen skiver: ""Waterflow error"". Kan ikke køre. ","['130302403', '130302388']","[2.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO004285,Vil ikke give mælk,['130302253'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO017990,"Noter venligst serie nr. 
Tekst fra mail: 
Vi har brug for akut hjælp til en af ​​vores maskiner.
Jeg tror, ​​der er noget galt med kværnen. Maskinerne knirker hver gang, når bønnerne males.
Og maskinen er også utæt.

Vi glæder os til dit besøg måske i denne uge??? Noter venligst serie nr. 
Tekst fra mail: 
Vi har brug for akut hjælp til en af ​​vores maskiner.
Jeg tror, ​​der er noget galt med kværnen. Maskinerne knirker hver gang, når bønnerne males.
Og maskinen er også utæt.

Vi glæder os til dit besøg måske i denne uge??? Noter venligst serie nr. 
Tekst fra mail: 
Vi har brug for akut hjælp til en af ​​vores maskiner.
Jeg tror, ​​der er noget galt med kværnen. Maskinerne knirker hver gang, når bønnerne males.
Og maskinen er også utæt.

Vi glæder os til dit besøg måske i denne uge??? Noter venligst serie nr. 
Tekst fra mail: 
Vi har brug for akut hjælp til en af ​​vores maskiner.
Jeg tror, ​​der er noget galt med kværnen. Maskinerne knirker hver gang, når bønnerne males.
Og maskinen er også utæt.

Vi glæder os til dit besøg måske i denne uge???","['130301504', '130301624', '130301280', '130301175']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO040494,"Maskinen er begyndt at støje, både når den står uden at lave noget, under rens og under udlevering.  Den kan høres tydeligt flere meter væk selv når den intet laver. Ved afslutning af rens lyder det nærmest som en løs skrue eller noget. Kunden vil gerne have denne efterset. ",['130302164'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO046669,Ved valg af Cappuccino kommer der kun mælk og vand ud. Kan godt udlevere espressoshot. Melder ingen fejl på display. Ved valg af Cappuccino kommer der kun mælk og vand ud. Kan godt udlevere espressoshot. Melder ingen fejl på display. Ved valg af Cappuccino kommer der kun mælk og vand ud. Kan godt udlevere espressoshot. Melder ingen fejl på display.,"['130301686', '130301704', '130307011']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO013030,"Kakao stopper til.
Løber ud med vand.",['130302291'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO046747,Ligger kaffe bagtil under maskine. Samt en smule vand i grumseskuffen. Ligger kaffe bagtil under maskine. Samt en smule vand i grumseskuffen. Ligger kaffe bagtil under maskine. Samt en smule vand i grumseskuffen. Ligger kaffe bagtil under maskine. Samt en smule vand i grumseskuffen.,"['130301453', '130301145', '130301269', '130301316']","[1.0, 2.0, 1.0, 2.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO043327,"Den sidder fast på coldrinse start, og når man trykker på knappen køre den godt nok vand ud men varmer ikke op igen og går så bare tilbage til coldrinse start siden.",['130301158'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO052843,Vil ikke registrere blå rensenøgle. Har sagt to tabletter i og pind er intakt.,['130302031'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO024073,Utæt under maskine. Set i forbindelse med rengøringsprogram. Utæt under maskine. Set i forbindelse med rengøringsprogram.,"['130305966', '130302193']","[2.0, 2.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO029679,"Kunde ønsker besøg hurtigst muligt.
Renseprogram vil ikke starte. Maskine kommer med fejlmeddelelse ""... Temperature too high. Restart cleaning program"" Kunde ønsker besøg hurtigst muligt.
Renseprogram vil ikke starte. Maskine kommer med fejlmeddelelse ""... Temperature too high. Restart cleaning program"" Kunde ønsker besøg hurtigst muligt.
Renseprogram vil ikke starte. Maskine kommer med fejlmeddelelse ""... Temperature too high. Restart cleaning program"" Kunde ønsker besøg hurtigst muligt.
Renseprogram vil ikke starte. Maskine kommer med fejlmeddelelse ""... Temperature too high. Restart cleaning program""","['130305539', '130302294', '130306285', '130302403']","[1.0, 2.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4 CTM2 2M TC 380V,Nedbrud
WO001484,Trækker ikke mælk op.,['132000000'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO002494,Melder kold  start og modul ikke isat,['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO045919,"Kontakt Gitte, vil gerne vide hvornår besøg bliver. Melder vandflowfejl, vil godt udlevere thevand, men ingen kaffe og fejler ved rengøring. Er åbent for vand.   Kontakt Gitte, vil gerne vide hvornår besøg bliver. Melder vandflowfejl, vil godt udlevere thevand, men ingen kaffe og fejler ved rengøring. Er åbent for vand.  ","['130302287', '130301272']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO006240,"Vil ikke reg. rensetabs, de har prøvet 4 gange nu uden held.",['130301785'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO038289,Ring hvis ikke besøg i dag. Siden sidste besøg har de haft problemer med kakaoen. Mælk kommer i koppen og kakao ud under bunden. Den 'runde dut' er overfyldt. De har prøvet at rense og fikse selv uden held. Ring hvis ikke besøg i dag. Siden sidste besøg har de haft problemer med kakaoen. Mælk kommer i koppen og kakao ud under bunden. Den 'runde dut' er overfyldt. De har prøvet at rense og fikse selv uden held.,"['130302380', '130302346']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO032050,Stopper til under mixerskål for kakao.,['130302291'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO002821,Drypper samt Mækle-foam skal justeres.,['130301715'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO050876,Løber vand ud under maskinen Løber vand ud under maskinen,"['130305966', '130306229']","[2.0, 0.3]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO040219,Drypper meget vand under rens i venstre side. Synes at spildbakke sidder mere løst i venstre side. ,['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO036556,Vand i grumsskuffe. Vand i grumsskuffe. Vand i grumsskuffe.,"['130306229', '130302388', '130302403']","[0.4, 1.0, 2.0]",Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO041728,"Helt ude af drift.
I går aftes ved rengøringsprogram meldte den at rensenøgle skulle sættes ind igen og igen.
Nu til morgen, skal man trykke på skyl, men den skyller ikke, går tilbage til at den vil starte skyl.",['130301523'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO023033,"Vandflowfejl (34) hun kan se i hændelser at den har meldt det med ca. 10 minutters mellemrum.
Ved manuelt skyld, løber der vand ud i drypbakken, ikke ud ved udløbshovedet.",['130302294'],[4.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO029848,"Ved hver tredje drik med mælkeskum er skummet med store bobler som hurtigt falder sammen og giver en flad skum. Der er ingen blokering i mælkesug.
Vand ud over det hele, har slukket maskine Ved hver tredje drik med mælkeskum er skummet med store bobler som hurtigt falder sammen og giver en flad skum. Der er ingen blokering i mælkesug.
Vand ud over det hele, har slukket maskine","['131000013R', '130305722']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4 CTM2 PF RL TC AO,Nedbrud
WO037916,Der kommer vand ud når de renseprogrammet udføres. Kommer fra højre side. Ingen synlige forstoppelser i kakaotragt. Tragt er skubbet helt i mod maksinen.,['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO042453,"Fungere ikke optimalt, kan ikke uddybe.",['130302199'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO026160,Melder flowerror Melder flowerror,"['130301127', '130301638']","[1.0, 2.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO035682,Melder piston error,['130301361'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO018932,"Maskine kan ikke startes efter et strømnedbrud i ejendommen.
",['130302332'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 TC 230V,Nedbrud
WO017051,Kunden melder at maskinen kun brygger halv cappucino og halv latte (mælkedrikke).  Note: har også trukket en regen/filterskift på maskinen.  Kritisk grundet snarlig weekend. Kunden melder at maskinen kun brygger halv cappucino og halv latte (mælkedrikke).  Note: har også trukket en regen/filterskift på maskinen.  Kritisk grundet snarlig weekend.,"['130301128', '132000000']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO046178,"indmeldt telefonisk 93508139.  Maskinen er utæt under bunden, der kommer vand både på bordet i grumseskuffen.  indmeldt telefonisk 93508139.  Maskinen er utæt under bunden, der kommer vand både på bordet i grumseskuffen.  indmeldt telefonisk 93508139.  Maskinen er utæt under bunden, der kommer vand både på bordet i grumseskuffen.  indmeldt telefonisk 93508139.  Maskinen er utæt under bunden, der kommer vand både på bordet i grumseskuffen. ","['130301806', '130301284', '130301923', '130301892']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO031446,"Spildbakke mangler, selvom den sidder der. De har forsøgt at genstarte maskinen, tage spildbakke ud og sætte den i igen, rengøre den osv. men intet hjælper.",['130306089'],[1.0],Thermoplan Kaffemaskine BW4 Neo CT1 TC,Nedbrud
WO004804,Reg. ikke rensetabs ,['130301259'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO045117,"Oplevede siden i går at maskine er meget varm. Det samme oplever de i dag og de har svært ved at bruge den, fordi den er så varm. ",['130301421'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO040691,Hænger i step 8 i rengøringsprogram. har prøvet at genstarte rengøringsprogram. Hænger i step 8 i rengøringsprogram. har prøvet at genstarte rengøringsprogram.,"['130301383', '130302125']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO030643,"Melder koger ikke klar.
Det sprutter ud med vand fra udløbshovede ved eks. skyl.",['130302365'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO000479,Blå nøgle sidder fast og køleskab fryser Blå nøgle sidder fast og køleskab fryser,"['130302070', '130302425']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO013061,"Ingen mælkedrikke
Klar væske(vand?) i mælkeslangen",['130301923'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO023580,"Den larmer når den kværner bønner, periodisk.
Det lyder som om den er ved at sprænge i luften.
Update 28-11-2022 Den siger at begge bean hopper er tom, med det er den ikke.",['130301371'],[2.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO041684,2 maskiner på 11 sal kommer med vandflow fejl flere gange. ,['130301657'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO027801,"Registrere ikke rød rensenøgle.
",['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO013066,Kan ikke lave thevand,['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO005771,"Melder komponentfejl, doserer kun ½ kop på latte. Melder komponentfejl, doserer kun ½ kop på latte.","['130302197', '130302388']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO037378,"Steamer viser ikke temperatur og stopper ikke, NTC steamer. Der er også 100K på maskinen.",['130301860'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO037079,Mistænker at kværnen ikke virker ordentligt.,['130301624'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO050338,"Om muligt vil de gerne have besøg idag.
Maskinen melder Flow error !
De har prøvet at genstarte. Om muligt vil de gerne have besøg idag.
Maskinen melder Flow error !
De har prøvet at genstarte.","['130307011', '130301686']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO027579,"Den fejler under rengøring.
Hun har talt med Alex og de har forsøgt at løse det over telefonen.",['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO042855,Pind i rød rensenøgle er knækket. ,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO052237,"Registrere ikke bønner. Beholder er låst fast/åben.
Er i havn fra i dag til onsdag kl. 14.00 Registrere ikke bønner. Beholder er låst fast/åben.
Er i havn fra i dag til onsdag kl. 14.00 Registrere ikke bønner. Beholder er låst fast/åben.
Er i havn fra i dag til onsdag kl. 14.00","['130301280R', '130302125', '131000007R']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBT2 Extern grums TC,Nedbrud
WO010108,"Maskinen beder om rensning kort tid efter, at de sidst har renset den. Maskinen beder om rensning kort tid efter, at de sidst har renset den.","['130301361', '130301201']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO034573,Der løber konstant vand ud af maskinen her til morgen. Der er lukket for vandet.,['130305531'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO049607,"Ved udlevering af tevand kommer der næsten ingenting. Vil også gerne have tjekket mængde på kaffen, var usikkert hvordan mængden var.",['130301368'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO022211,"De siger, at de har fejlmeldt den for 2 dage siden, men der er ingen oprettet.
Når de tænder for maskinen, bliver den ved med at stå og køre rundt på cleaning, men kommer ikke videre.
Den lækker også vande.
Maskinen er slukket nu.",['130301453'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO035259,"Efterse mælkesug, da det er meget gulligt også efter rens. (se billede)",['130302287'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO021466,"Udløbshovede knækket.
Smider meget vand på bordet. Kan ikke se hvor det kommer fra. Udløbshovede knækket.
Smider meget vand på bordet. Kan ikke se hvor det kommer fra.","['130305966', '130302221']","[2.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO005262,"Mail fra færge. Maskine i oasis - kan ikke finde SN. 

Problemet med displayet på den ene kaffemaskine i oasis garden er nu blevet så slemt at vi ikke længere kan rengøre maskinen.",['130301720R'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO032836,Maskine skummer ikke mælken korrekt efter opstart (længere tids stilstand). Kaffedrikke uden mælk leveres korrekt.,['130307000'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO040264,Ingen kaffe udleveres til koppen. Lyder normalt som når den laver kaffe. Kaffen løber i grumseskuffen.,['130302125'],[1.0],Thermoplan Kaffemaskine BW3 CBT2 Extern grums TC,Nedbrud
WO009411,Vil ikke lave kakao,['130302291'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO045576,"Kan ikke fuldføre rengøring, melder så koger ej klar.",['130302263'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 P 2M AO TC extern grums 230V,Nedbrud
WO016310,"Tjek serie nr.
Tekst fra mail: Den ene kaffemaskine, som ikke kunne skumme mælken rigtigt( skummer stadig ikke rigtigt). Samtidig med at den er utæt. Jeg har fået handymand til at kigge på den, og det ikke afløbet der er ",['130301715'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO019407,Fra kunde mail: Utæt under bunden bagpå Fra kunde mail: Utæt under bunden bagpå,"['130302194', '130302193']","[1.0, 2.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO011573,Kakaoen er tynd. Smager ikke af noget.  Kakaoen er tynd. Smager ikke af noget.  Kakaoen er tynd. Smager ikke af noget. ,"['130302158', '130302049', '130305339']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO003802,"Kaffemaskine står med rense nøgle på skærmen, bedes at rense ,men når man rense maskinen,
sker der det samme igen.
Haste sag fordi kaffemaskine er ud af drift 
",['130302068'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO040690,"PLANLAGT VAGTUDKALD: D.02-03-2024 kl.11.00-15.00, Hirtshals.
Genbesøg efter AOK ikke kunne få gang i maskinen d.24/02-24.  (Udlevere ikke nok mælk eller foam).
OBS! Maskinen har været til eftersyn på værksted.
+ Prøve indstilling af vores nye Alm. African roast samt espresso helbønne på maskine. HUSK påsætning af label på bønnebeholder.  ",['130301845'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO049802,"Smider vand i grumsskuffe, samt flowfejl.",['130301272'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO013515,Mælk er meget vandet og maskine dosere ikke korrekt mængde Mælk er meget vandet og maskine dosere ikke korrekt mængde,"['130301127', '130301535']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO010952,Spradisk fejl – sker en gang imellem under renseprogram.,['130301535'],[3.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO025782,we have a problem with the following coffee machine BW3-CTM S/NBW 134544. The coffee machine no longer produces coffee we have a problem with the following coffee machine BW3-CTM S/NBW 134544. The coffee machine no longer produces coffee,"['130301892', '130301624']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2 Starbucks,Nedbrud
WO022641,Drypper,['130302192'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO045177,Rød rensenøgle er knækket. ,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO045856,Skift af mælkeslange. Skift af mælkeslange. Skift af mælkeslange. Skift af mælkeslange.,"['130301624', '130301845', '130301318', '130301317']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO049163,Denne maskine skriver waterflow error Denne maskine skriver waterflow error,"['130302294', '130302294']","[1.0, 3.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO015480,Den virker ikke.,['130302268'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO005859,"Der løber vand ud under maskinen, under en af slangerne.",['130304345'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO006382,"Maskine har lige fået lavet service med modul, men har skudt rensenøgle og hus ud Maskine har lige fået lavet service med modul, men har skudt rensenøgle og hus ud Maskine har lige fået lavet service med modul, men har skudt rensenøgle og hus ud","['130301385', '131000011R', '130302201']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO011987,Skummer ikke ,['132000000'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO039953,"Ring og info tid for besøg, da de ikke altid er på adressen.
Når de tager drikke, løber der vand i mælken. Der udleveres meget lidt til koppen.",['130307140'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO020648,Tager ikke mælk ind.,['130301806'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO042317,"9/4 opdatering, melder vandflowfejl.
Tager ikke mælk ind. Suget er uden synlige blokeringer. Gennemførte rengøringsprogram uden problemer i morges. 9/4 opdatering, melder vandflowfejl.
Tager ikke mælk ind. Suget er uden synlige blokeringer. Gennemførte rengøringsprogram uden problemer i morges.","['130301137', '130301923']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO010638,Maskine slår hfi-relæet. ,['130302205'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO041717,Kommer vand ud inde fra maskine. Når hun tager grumseskuffe ud er der vand ved den. ,['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
