Work Order,Instructions,Product ID (Product) (Product),Quantity,Primær Asset Produkt,Work Order Type
WO009348,Mail fra CK: Fylder mindre i kopperne,['130301715'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009350,"Mail fra CK: Nyt køleskab til kaffemaskinen er ankommet, så det skal sættes op.",['130301128'],[1.0],Køleskab BW3,Nedbrud
WO009351,Lægger vand inde bag grumseskuffen. Lægger vand inde bag grumseskuffen.,"['130302227', '130305539']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009364,"Maskinen siger, der ikke er mælk på, men det er der.",['130301845'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009375,"som om den blander vand i mælken, når den skal udlevere.",['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO009380,Melder flowerror Melder flowerror Melder flowerror,"['130301867', '130301931', '130302102']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009381,melder flowerror melder flowerror melder flowerror melder flowerror melder flowerror melder flowerror melder flowerror,"['130302294', '130302197', '130301563', '130301058', '130302200', '130302366', '130302403']","[4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009382,"Giver ingen mælk til mælkedrikke.Ringet ind lørdag'
Lovet det bliver mandag eller tirsdag",['130301128'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009386,"Smider vand ud i bunden, og melder tit fejl på bryggeren",['130301280'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009389,Melder flowerror Melder flowerror Melder flowerror Melder flowerror Melder flowerror,"['130302025', 'X130302082', '130301773', '130301773', '130301158']","[1.0, 1.0, 3.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO009391,Mail fra CK: : Maskinen bliver ved med at slå sikringen fra. Der var tekniker på igår og han fik gang i maskinen men den har slået sikringen fra 4 gange siden. Lørdag aften er den slået fra og maskinen lugter brændt derefter. Medarbejderen tør ikke skifte sikring mere. Mail fra CK: : Maskinen bliver ved med at slå sikringen fra. Der var tekniker på igår og han fik gang i maskinen men den har slået sikringen fra 4 gange siden. Lørdag aften er den slået fra og maskinen lugter brændt derefter. Medarbejderen tør ikke skifte sikring mere. Mail fra CK: : Maskinen bliver ved med at slå sikringen fra. Der var tekniker på igår og han fik gang i maskinen men den har slået sikringen fra 4 gange siden. Lørdag aften er den slået fra og maskinen lugter brændt derefter. Medarbejderen tør ikke skifte sikring mere. Mail fra CK: : Maskinen bliver ved med at slå sikringen fra. Der var tekniker på igår og han fik gang i maskinen men den har slået sikringen fra 4 gange siden. Lørdag aften er den slået fra og maskinen lugter brændt derefter. Medarbejderen tør ikke skifte sikring mere.,"['130301316', '130301529', '132000000', '130301715']","[2.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009410,"Laver meget tynd kaffe, har slukket maskinen Laver meget tynd kaffe, har slukket maskinen","['130302346', '130301327']","[1.0, 2.0]",Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO009411,Vil ikke lave kakao,['130302291'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO009430,Fra Jan P: Utæt hydraulik,['131000009R'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009447,"Gør ikke rengøring færdig, og den vil ikke give drikke.",['130301259'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009463,Problemer med mælkeskum. Ser ikke pænt ud  Problemer med mælkeskum. Ser ikke pænt ud  Problemer med mælkeskum. Ser ikke pænt ud ,"['130301535', '130301127', '130301128']","[4.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009472,Maskinen melder filterskift,['130500010'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO009474,"Lægger lidt vand inde i maskinen - kan ikke se, hvor det kommer fra.",['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009476,"Når den skal brygge kommer den med mærkelige lyde.
Giver ikke nok i koppen (kunne ikke uddybe hvilke kopper)",['130302125'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO009498,Fra mail: Maskinen lækker vand og springer sikringerne.,['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO009504,Melder tom bønnebeholder. Dog er begge beholdere fyldte Melder tom bønnebeholder. Dog er begge beholdere fyldte Melder tom bønnebeholder. Dog er begge beholdere fyldte Melder tom bønnebeholder. Dog er begge beholdere fyldte Melder tom bønnebeholder. Dog er begge beholdere fyldte Melder tom bønnebeholder. Dog er begge beholdere fyldte,"['130301308', '130301308', '130301624', '130301892', '130301318', '130301317']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO009511,Mail fra CK: REKLAMATION: Havde en servicemand ude og kigge på mælkeskum igår men det virker stadig ikke Mail fra CK: REKLAMATION: Havde en servicemand ude og kigge på mælkeskum igår men det virker stadig ikke,"['132000000', 'X130302082']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009513,Er utæt med mælk Er utæt med mælk,"['130301923', '132000000']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO009524,"Fra mail: Når maskinen skal til og male kaffe går den i stå. Fejlen opstår 4-5 gange i døgnet. Der er bønner nok i beholderen. Bentax skal derfor forbi asap.
Mvh. Jan.",['130301892'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009528,"Mail fra kunde: 
Det drejer sig om den slukkede kaffemaskine i foyeren. Det er noget med relæet, når man tænder for maskine, så forstyrrer det alarmsystemet. Så det er ret vigtigt vi får kontakt til dem. Mail fra kunde: 
Det drejer sig om den slukkede kaffemaskine i foyeren. Det er noget med relæet, når man tænder for maskine, så forstyrrer det alarmsystemet. Så det er ret vigtigt vi får kontakt til dem.","['130301917', '130301704']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009529,"Mælken klumper, når den går igennem maskinen. Mælken klumper, når den går igennem maskinen.","['130301922', '130301715']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009531,Sprøjter med lidt vand over display når de kører rens.,['102128'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO009533,Kort tid om at udlevere ca. 18 sek på dob. shot - de kan ikke indstille mere på maskinen. Kort tid om at udlevere ca. 18 sek på dob. shot - de kan ikke indstille mere på maskinen.,"['130305536', '130301316']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO009559,Maskinen laver ikke rigtig mælkeskum. En latte er nærmere bare kaffe med mælk.,['130301137'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO009610,Lækker vand under maskinen. slår hfi relæ.  registrering Ingen mælk.  Lækker vand under maskinen. slår hfi relæ.  registrering Ingen mælk.  Lækker vand under maskinen. slår hfi relæ.  registrering Ingen mælk. ,"['130302194', '130302313', '130302205']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO009611,Drypper med mælken - vil ikke give mælk,['130301715'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009613,"Maskinen er meget lang tid om rengøringsprogram.
28108234 Maskinen er meget lang tid om rengøringsprogram.
28108234 Maskinen er meget lang tid om rengøringsprogram.
28108234","['130301377', '130302269', '130302268']","[0.25, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009617,Der løber vand i kaffegrumset.,['130301892'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009620,Vil ikke give mælk Vil ikke give mælk Vil ikke give mælk,"['130301128', '130301715', '130301739']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009622,laver 1/2 kopper på mælkedrikke - alm. kaffe er ok. laver 1/2 kopper på mælkedrikke - alm. kaffe er ok. laver 1/2 kopper på mælkedrikke - alm. kaffe er ok.,"['130302287', '130302197', '130302194']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009628,"Maskinen lækker vand, opstår som regel i forbindelse med rens. F.eks. i dag hvor der lå meget vand under maskinen efter rens. Hun tror, at det er i bunden bagtil i højre side, det kommer ud.",['130302291'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO009631,flow error flow error,"['130301161', '132000000']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO009633,Maskinen melder vandflow fejl.,['131000010R'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009639,AA: steamer vil ikke stoppe hver gang,['130301860'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO009641,Power error ,['130301280'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009644,CD: Drypper med noget vand på bordet.,['130301773'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO009650,"Problemer med kakao. Hun talte med AFM om det, da han var hos dem den 8/12, og han sagde noget om, at en motor skal skiftes.",['130302291'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 PF 2M TC extern grums,Nedbrud
WO009651,Vil ikke give mælk på kakaoen - de andre mælkedrikke kører fint Vil ikke give mælk på kakaoen - de andre mælkedrikke kører fint,"['130301129', '130302194']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009654,Problemer med dosering af mælk. kommer for lidt i. Problemer med dosering af mælk. kommer for lidt i. Problemer med dosering af mælk. kommer for lidt i. Problemer med dosering af mælk. kommer for lidt i. Problemer med dosering af mælk. kommer for lidt i. Problemer med dosering af mælk. kommer for lidt i.,"['130302197', '130302194', '130302294', '130302173', '130302199', '132000000']","[1.0, 1.0, 3.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO009656,"Hej
 
Jeg har en Starbucks maskine, hvor der er en defekt i mælkerenseren. Se vedlagte billeder. Vi vil gerne have i kommer forbi og udskifter delen.
 
Vi er lokaliseret på Scandlines  Rødby / Puttgarden overfarten FS Prins Richard.
 
Kontakt os venligst på denne mail for booking af service bil
 
Nødvendige oplysninger :
 
Førerens navn
Bilens nr plade
Tlf nr til føreren af bilen ( service ticket bliver tilsendt )
Mail adresse, service ticket skal sendes til.
 
Vi sejler alle dage på hele ulige timer, første afgang med mulighed for teknikker besøg er afgangen kl 11.00 fra Rødbyhavn.
 
Teknikker skal kunne fremvise gyldigt coronapas ved ankomst.

Tid: 2 timer (sejltur - opgave tog 10min)
Kørsel: ja.",['130302070'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2 Starbucks,Nedbrud
WO009660,Når den skal lave kakao står den og sprutter med mælken - de andre mælkedrikke kører fint. Når den skal lave kakao står den og sprutter med mælken - de andre mælkedrikke kører fint.,"['132000000', '130302403']","[1.0, 2.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009668,"Fra mail: Vores kaffemaskine går i stå under rens. Før løb den over, men så fiksede en af jeres montører noget på afløbet og nu går den så bare i stå hver anden gang og skal så køre igen. I må meget gerne komme forbi og fikse.
Kontoret er åbent i dag samt mandag til torsdag i næste uge. Lukket mellem jul og nytår.
 Fra mail: Vores kaffemaskine går i stå under rens. Før løb den over, men så fiksede en af jeres montører noget på afløbet og nu går den så bare i stå hver anden gang og skal så køre igen. I må meget gerne komme forbi og fikse.
Kontoret er åbent i dag samt mandag til torsdag i næste uge. Lukket mellem jul og nytår.
","['130302201', '130302251']","[1.0, 2.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO009674,Larmer første bryg om morgenen Larmer første bryg om morgenen Larmer første bryg om morgenen,"['130301280', '130301624', '130301892']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009689,Flowerror Flowerror,"['132000000', '130301530']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009692,Lækker vand under rengøring.,['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009699,"De oplever fejl periodisk, hvor den ikke vil give mælk, eller ikke vil give kaffe. I lørdags under rens skulle skuffen tages ud igen, og derefter bad den om rens igen.",['130302385'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO009703,Vil ikke udlevere mælkedrikke. Vil ikke udlevere mælkedrikke. Vil ikke udlevere mælkedrikke.,"['130301715', '130301922', '130301127']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009706,Fra mail: Laver halve kopper. Fra mail: Laver halve kopper. Fra mail: Laver halve kopper. Fra mail: Laver halve kopper. Fra mail: Laver halve kopper. Fra mail: Laver halve kopper. Fra mail: Laver halve kopper.,"['130301715', '130301892', '130305531', '130301535', '130301318', '130301127', '130301923']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009707,"Kakaotragt stopper til, og de kan ikke få det skilt ad.",['130302291'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009731,Giver ingen mælk,['130302313'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009735,"Når de trykker på shots, så løber der vand ud inden shottet kommer ud.",['130301523'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO009739,Maskinen melder flow error.,['130301867'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO009743,Steamer er utæt oppe for oven . Kommer med en pibelyd. Steamer er utæt oppe for oven . Kommer med en pibelyd.,"['130301590', '130301329']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO009755,Der er vand over det hele - kunde kunne ikke uddybe yderligere,['130302313'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009767,Problemer med dosering. Er ikke korrekt Problemer med dosering. Er ikke korrekt Problemer med dosering. Er ikke korrekt,"['131000009R', '130301624', '130301317']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009768,Vil ikke lave mælkeskum + de vil gerne have skiftet mælkeslangerne. Vil ikke lave mælkeskum + de vil gerne have skiftet mælkeslangerne. Vil ikke lave mælkeskum + de vil gerne have skiftet mælkeslangerne. Vil ikke lave mælkeskum + de vil gerne have skiftet mælkeslangerne.,"['130301137', '130301923', '130302274', '130500006']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO009783,"Maskinen larmer meget, gennemløbstid på både enkelt og dbl. shots skifter hele tiden og kaffen smager mærkeligt.",['130301686'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO009785,Vil ikke give mælk. Vil ikke give mælk.,"['130301127', '130302197']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO009822,"Diverse problemer med maskinen.
Melder bean hopper empty.
Noget med at grums er helt tørt (?).
Og der ligger en løs metal-del.  Diverse problemer med maskinen.
Melder bean hopper empty.
Noget med at grums er helt tørt (?).
Og der ligger en løs metal-del.  Diverse problemer med maskinen.
Melder bean hopper empty.
Noget med at grums er helt tørt (?).
Og der ligger en løs metal-del.  Diverse problemer med maskinen.
Melder bean hopper empty.
Noget med at grums er helt tørt (?).
Og der ligger en løs metal-del. ","['130301329', '130301892', '130301892', '130301892']","[1.0, 1.0, 1, 1]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO009828,"Vil ikke udlevere mælkedrikke.
Husk vi skal have adgangskort/Havnekort.

Dennis - 42 13 32 15",['130302287'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009835,Når de kører rens lægger den vand på gulvet. De har slukket for maskinen,['130302197'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO009842,"Maskinen melder service requeried - kontakt Iris om hvornår vi kan komme - Hun siger den kører nogle får kopper og stopper så ige, med meldingen om service¨. Maskinen melder service requeried - kontakt Iris om hvornår vi kan komme - Hun siger den kører nogle får kopper og stopper så ige, med meldingen om service¨. Maskinen melder service requeried - kontakt Iris om hvornår vi kan komme - Hun siger den kører nogle får kopper og stopper så ige, med meldingen om service¨.","['130301773', '130301133', '131000009R']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO009843,Slange fra kalkfilter til maskine er knækket og maskinen står stille - 29869698,['130304345'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO009844,Fra service mail: Blæser i mælkekøler virker ikke.,['130301805'],[1.0],"Køleskab BW3 6,5 l ",Nedbrud
WO009845,lægger vand under maskiner i forbindelse med rens,['130301139'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO009846,"Fra kunde mail: BW4C-CTM-P-RS – i 24togo vil ikke rigtig lave div. kaffer med mælk, vi har skilt den af og renset og pustet og så får vi den til at virke et kort øjeblik, men så stopper den igen. 
Er der mulighed for at I kan komme ombord mellem jul & nytår? 😬 Vi er i HH d.27.12 + 29.12 kl. 08.00 ( HUSK  COVID-19 test.) 
Har I behov for at kontakte mig pr tlf. er nr:   24299559
",['130302227'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO009849,Autosteamer virker ikke - melder NTC steam boiler,['130301860'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO009864,De har svært at få den blå rensenøgle til at sidde fast + den fryser til i mælkebeholder.,['130301963'],[2.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009867,Problemer med mælk - skummer og doserer ikke korrekt,['130301715'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO009868,Melder flow error i forbindelse med rens. Rens kunne ikke udføres på maskinen.  Melder flow error i forbindelse med rens. Rens kunne ikke udføres på maskinen. ,"['130301535', '130301657']","[4.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009885,Føler i rød rensenøgle er knækket. Medarbejder havde forsøgt at sætte to rensetabs i nøglen. Føler i rød rensenøgle er knækket. Medarbejder havde forsøgt at sætte to rensetabs i nøglen.,"['130302422', '130302194']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO009887,Kan ikke køre rens på maskinen. Pal er knækket af den røde rensenøgle. ,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO009893,Vil ikke lave shots Vil ikke lave shots Vil ikke lave shots Vil ikke lave shots,"['130305536', '130301522', '130301535', '102128']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO009898,Maskinen slår sikringen. Maskinen slår sikringen. Maskinen slår sikringen.,"['130301715', '132000000', '130301922']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO009916,"Vil ikke lave mælkeskum, der kommer bare luft, og den sprutter. Vil ikke lave mælkeskum, der kommer bare luft, og den sprutter.","['132000000', '130301806']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO009929,Står og drypper lidt når den står stille,['130301327'],[2.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009933,"Bønnebeholderen til kaffebønner sidder løst, der mangler nogle skruer. Bønnebeholderen til kaffebønner sidder løst, der mangler nogle skruer.","['130301105', '130301525']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009937,"Mail: Jeg har fået knækket en eller dims i kaffemaskinen heroppe.
Det er den røde plastikdims til venstre på maskinen. 
",['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO009949,Piston error Piston error Piston error,"['130301280', '130301624', '130301892']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO009972,laver 1/2 kopper ,['130301892'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO009976,"Vil ikke køre rens. Bliver ved med at sige, at hun skal fjerne mælk, men det har hun gjort.",['130302253'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO009984,Maskinen i salon 2 er gået helt i sort,['130302186'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO009986,Vandtilførslen er røget ud bag på maskinen.,['130304345'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009987,Bliver ved med at melder fejl i renseprogram Bliver ved med at melder fejl i renseprogram,"['130302244', '130302385']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO009992,Vil ikke suge mælk op.,['130301129'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO009994,"Mail fra CK: Laver stadig halve kopper. Dette er tredje gang jeg fejlmelder dette.

 Mail fra CK: Laver stadig halve kopper. Dette er tredje gang jeg fejlmelder dette.

","['130301867', '130301523']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO009997,Melder flow error ved rens. Melder flow error ved rens. Melder flow error ved rens.,"['130301715', '130301316', '130301535']","[1.0, 2.0, 2.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO009999,Flow error. Flimrer i skærm,['130302403'],[2.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO010004,"Maskinen skummer ikke mælken, det er flad mælk, der kommer ud. Maskinen skummer ikke mælken, det er flad mælk, der kommer ud. Maskinen skummer ikke mælken, det er flad mælk, der kommer ud.","['130301563', '130302366', '130302066']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO010008,"Maskinen går i stå, når den skal kværne kaffen. Det sker fra begge beholdere.",['130301892'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO010013,Fra mail: Kaffemaskine (bentax) Brødcooperativet itu. Giver ikke mælk og ikke meget kaffe. Fra mail: Kaffemaskine (bentax) Brødcooperativet itu. Giver ikke mælk og ikke meget kaffe.,"['130302199', '130301923']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO010030,Melder komponentfejl og har problemer med at udlevere kakao Melder komponentfejl og har problemer med at udlevere kakao Melder komponentfejl og har problemer med at udlevere kakao Melder komponentfejl og har problemer med at udlevere kakao,"['130302197', '130302294', '130301127', '130302291']","[1.0, 4.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO010037,Vil ikke suge mælk op Vil ikke suge mælk op,"['130301127', '130302287']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO010039,Mail fra CK: Klager over temperatur på mælkeprodukter og kakao leverer kun halve kopper (har prøvet at rense den uden held) Mail fra CK: Klager over temperatur på mælkeprodukter og kakao leverer kun halve kopper (har prøvet at rense den uden held),"['130301298', '130301715']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO010045,Problemer under rens. Siger Rød nøgle ikke sidder rigtigt. ,['130301785'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO010046,Kommer kun 1 stråle ved db. espresso,['130302088'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO010048,"utæt ved vandtilførsel, står og drypper lidt vand når de bruger den",['130301114'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO010049,Piston error Piston error,"['130301317', '130301892']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO010051,Vand I mælken Vand I mælken Vand I mælken,"['130301535', '130301715', '130301874']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO010056,"kværnen sætter sig jævnligt fast, det sker oftere og oftere. kværnen sætter sig jævnligt fast, det sker oftere og oftere.","['130301280', '130301624']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO010059,Drypper fra slange og ned på gulvet. De kan ikke se om vandet kommer fra maskinen th eller tv.,['130304345'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO010077,Kaffe løber kun ud i den ene side. ,['130301686'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO010078,"Bliver ved at bede om rens.
Problemer med køl - spørg ditte.",['130302385'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO010080,Maskinen melder “Bean hopper empty” selvom der er bønner på. Maskinen melder “Bean hopper empty” selvom der er bønner på. Maskinen melder “Bean hopper empty” selvom der er bønner på. Maskinen melder “Bean hopper empty” selvom der er bønner på. Maskinen melder “Bean hopper empty” selvom der er bønner på.,"['130301317', '130301624', '130301892', '130301427', '130301318']","[1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO010089,"Når de kører rens kommer der lidt vand ud i bunden.
De har slukket for maskinen",['130302194'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO010091,Vil ikke reg. den røde nøgle under renseprogram.,['130302031'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO010108,"Maskinen beder om rensning kort tid efter, at de sidst har renset den. Maskinen beder om rensning kort tid efter, at de sidst har renset den.","['130301361', '130301201']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO010112,Fra mail: Laver kun ca. 2/3 af produktet. Fra mail: Laver kun ca. 2/3 af produktet.,"['130301715', '132000000']","[1.0, 2.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO010124,"Maskinen laver ½ kopper. Den melder også change filter. Aftalt med Gitte, at tekniker vurderer ift. filterskifte, da maskinen skal skiftes og serviceaftale er opsagt pr. 31/1-2022. Maskinen laver ½ kopper. Den melder også change filter. Aftalt med Gitte, at tekniker vurderer ift. filterskifte, da maskinen skal skiftes og serviceaftale er opsagt pr. 31/1-2022. Maskinen laver ½ kopper. Den melder også change filter. Aftalt med Gitte, at tekniker vurderer ift. filterskifte, da maskinen skal skiftes og serviceaftale er opsagt pr. 31/1-2022. Maskinen laver ½ kopper. Den melder også change filter. Aftalt med Gitte, at tekniker vurderer ift. filterskifte, da maskinen skal skiftes og serviceaftale er opsagt pr. 31/1-2022.","['130301535', '130301922', '130301563', '130302366']","[2.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO010130,"Kaffen er tynd.
Kaffepuk er helt våd.
Lars - 51 38 25 62 Kaffen er tynd.
Kaffepuk er helt våd.
Lars - 51 38 25 62 Kaffen er tynd.
Kaffepuk er helt våd.
Lars - 51 38 25 62","['130301892', '130301318', '130301283']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO010132,Utæt og software update. Utæt og software update.,"['130301327', '130302294']","[2.0, 4.0]",Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
