Work Order,Postal Code,First Arrived On,Completed On,Primary Incident Customer Asset,Customer Asset,Line Status,Incident Type,Primær Asset Kategori,Primær Asset Produkt,Work Order Type,Primary Incident Type,Instructions,Intern note,Koptæller,Product ID (Product) (Product),Supplier Item number (Product) (Product),Name,Quantity
WO008657,2765,2021-11-23 13:19:00,2021-11-23 14:56:00,BW096225,BW096225,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Giver kun ½ kop sort kaffe (i forhold til maskinen tv),,406667.0,130301280,104484,Mobil piston komplet TP,1.0
WO008657,2765,2021-11-23 13:19:00,2021-11-23 14:56:00,BW096225,BW096225,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Giver kun ½ kop sort kaffe (i forhold til maskinen tv),,406667.0,130301175,101969,Piston FIX TP,1.0
WO008662,1360,2021-11-24 12:32:00,2021-11-24 14:41:00,B1139540,B1138663H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud,"Problemer med maskinen som står ovenpå ved Arbejdernes Landsbank. Maskinen meddeler, at mælke temperatur er for kold eller for varm - dette sker eefter rens er gennemført, men bliver ved i flere timer. ",,53231.0,130302194,125665,Mælke Coil 11Wi BW4,1.0
WO008695,9800,2021-11-24 11:25:00,2021-11-24 12:06:00,RF012506,RF012506,Used,Nedbrud Frisk mælk Thermoplan,Køleskab BW3,Køleskab BW3,Nedbrud,Nedbrud Frisk mælk Thermoplan,Skriver 'chiller NTC open' i display. Mælken er 10° ,,,130301752,117246,Føler for Køleskab (lbrug 133716),1.0
WO008717,8210,2021-11-25 07:32:00,2021-11-25 10:11:00,BW150240,BW150240,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Bemærkninger til servicelinje: 
piston error
",,113542.0,130304345,1449089,Slange Tilslutning  3/8L 3/8L 2m,3.0
WO008717,8210,2021-11-25 07:32:00,2021-11-25 10:11:00,BW150240,BW150240,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Bemærkninger til servicelinje: 
piston error
",,113542.0,130301624,115890,Fjedersæt for brygger TP,1.0
WO008717,8210,2021-11-25 07:32:00,2021-11-25 10:11:00,BW150240,BW150240,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Bemærkninger til servicelinje: 
piston error
",,113542.0,130301361,105208,Rep kit for ledning til 24V bryg motor ,1.0
WO008753,3210,2021-11-25 10:02:00,2021-11-25 12:18:00,BW134206,BW146994H,Used,Nedbrud Frisk mælk Thermoplan,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Mail fra CK: Kunderne klager over for lidt kaffe i kopperne og tempeaturen er ikke varm nok.,,71000.0,X130302082,121950,Renseblok piller TP,1.0
WO008759,6270,2021-11-25 13:30:00,2021-11-25 14:02:00,BW127345,BW127345,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Mail fra CK: Maskinen leverer ikke Americano kaffe. Bentax skal derfor forbi stationen asap., Tak",,51880.0,130301704,116593,Udløbsslange for kaffe TP,1.0
WO008916,9850,2021-12-02 08:30:00,2021-12-02 09:27:00,BW094726,BW094726,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBT2,Nedbrud,Nedbrud,"Ovenstående skriver piston error. Vi har forsøgt at samle og rense, men vi kan ikke få fejlen væk. Maskinen er slukket nu, og vi kører kun på den anden.

","Vi er i havn tirsdag, torsdag, lørdag.

Han skal fremvise Coronapas.
",361257.0,130301673,116153,Varmelegeme for brygger 35W TP,1.0
WO008928,3000,2021-11-30 10:17:00,2021-11-30 11:57:00,B1142713,B1142716H,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,Problemer med mælken. Vil ikke give noget.,,8812.0,130301923,119414,O Ring 2.90X1.78 EPDM 291,1.0
WO008928,3000,2021-11-30 10:17:00,2021-11-30 11:57:00,B1142713,B1142716H,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,Problemer med mælken. Vil ikke give noget.,,8812.0,130302199,125723,Løfte ventil 3/2 ø6 DN4 DN4,1.0
WO008929,2000,2021-11-30 11:13:00,2021-11-30 12:03:00,BW066148,BW098279B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,Der løber vand i grumseskuffen.,"Skiftet cuff på fixed piston.

Tid: 1t
Kørsel: ja",303335.0,130301308,104795,O-ring6.07x1.78 TP,1.0
WO008929,2000,2021-11-30 11:13:00,2021-11-30 12:03:00,BW066148,BW098279B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,Der løber vand i grumseskuffen.,"Skiftet cuff på fixed piston.

Tid: 1t
Kørsel: ja",303335.0,130301318,104819,"O-ring 10,82x1,78 TP",1.0
WO008931,8930,2021-11-30 11:55:00,2021-11-30 12:57:00,BW147009,BW147009,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Fra mail: Kaffemaskinen bliver ved med at slå sikringerne når den tændes.,,33926.0,130301917,119060,"Varmelegeme 3,2 KW TP",1.0
WO008934,4000,2021-11-30 13:23:00,2021-11-30 14:48:00,B1136574,B1136574,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,Espresso er tynd og den laver små kopper kaffe. ,Kaffebønner i begge beholder ?,32948.0,130301327,104833,O ring for coil Bw4c - BRUG 140435,2.0
WO008938,1165,2021-11-30 13:56:00,2021-11-30 17:36:00,200150912,200150912,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud,Nedbrud,Maskinen laver ikke mælkeskum.,"Der er lige blevet lavet lille service på alle 3 maskiner.
Hydralik modul har nr: 100111407",10111.0,132000000,120701,Mælkepumpe TP,1.0
WO009012,8000,2021-12-02 10:20:00,2021-12-02 10:48:00,BW066262,BW066262,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,kakaodrik er ikke varm nok ,kunde har ikke tjekket de andre mælkedrikke,66322.0,130301844,118051,Ventilblok,1.0
WO009021,8000,2021-12-02 11:09:00,2021-12-02 13:26:00,BW054282,BW054282,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Melder flow error. Når de trækker en mælkedrik, kommer der kun mælkeskum, men ingen kaffe. Men den vil godt give tevand.",,,130301624,115890,Fjedersæt for brygger TP,1.0
WO009040,2670,2021-12-02 13:28:00,2021-12-02 15:24:00,BW084199,BW084199,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,Brygger ikke kaffe. Vand i grumsskuffe,"Mærket som en haster, da kunde har haft en del besøg de sidste 14 dage. 

Cuff omkring fixed piston blev skiftet af MB.
2-12-21. Fejllog 2 x powder-error. Testet ikke set fejlen.",125471.0,130301364,105221,Microswitch for brygger TP,1.0
WO009052,2500,2021-12-02 12:47:00,2021-12-02 14:14:00,BW153474,BW153474B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,På stor kop laver den 1/2 kopper,,44295.0,130301329,104837,"O-ring14x1,78 TP",1.0
WO009052,2500,2021-12-02 12:47:00,2021-12-02 14:14:00,BW153474,BW153474H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,På stor kop laver den 1/2 kopper,,44295.0,130305527,101984,Filter for flowmeter TP,1.0
WO009056,4681,2021-12-02 11:42:00,2021-12-02 12:58:00,BW144165,BW144165,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Mail fra CK: Lille kaf ikke helt fyldt
Mellem kaf er sammen størelse som lille
",,29815.0,130301657,115953,Filter for flowmeter TP,1.0
WO009056,4681,2021-12-02 11:42:00,2021-12-02 12:58:00,BW144165,BW144165,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Mail fra CK: Lille kaf ikke helt fyldt
Mellem kaf er sammen størelse som lille
",,29815.0,130301317,104818,"O-ring 10,69x3,53 TP",1.0
WO009059,8381,2021-12-02 15:29:00,2021-12-02 16:00:00,B1137627,B1137627,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Køleskab fryser, så den melder ingen mælk. Kan ikke suge opp.",,25922.0,130302313,128896,Mælkeslange lang BW4,1.0
WO009083,2200,2021-12-03 11:05:00,2021-12-03 14:30:00,200144899,100012118H,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,Melder flow error,"Anna vil gerne ringes op inden ankomst.

Der har ikke været slukket for noget vand i bygningen
Hvad er fejlkode og meddelelse?

Tid: 3t 30m
Kørsel: ja",21522.0,130302269,127140,Komplet ventil for BW4c boiler,1.0
WO009083,2200,2021-12-03 11:05:00,2021-12-03 14:30:00,200144899,100012118H,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,Melder flow error,"Anna vil gerne ringes op inden ankomst.

Der har ikke været slukket for noget vand i bygningen
Hvad er fejlkode og meddelelse?

Tid: 3t 30m
Kørsel: ja",21522.0,130301327,104833,O ring for coil Bw4c - BRUG 140435,2.0
WO009106,4681,2021-12-03 13:48:00,2021-12-03 14:47:00,BW144165,BW116807H,Used,Nedbrud Frisk mælk Thermoplan,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Mail:
Der kommer ikke nok kaffe el skum i koppen",,29859.0,132000000,120701,Mælkepumpe TP,1.0
WO009106,4681,2021-12-03 13:48:00,2021-12-03 14:47:00,BW144165,BW116807H,Used,Nedbrud Frisk mælk Thermoplan,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Mail:
Der kommer ikke nok kaffe el skum i koppen",,29859.0,130301715,116819,Milk Heating Coil TP,1.0
WO009123,3650,2021-12-06 11:42:00,2021-12-06 13:07:00,BW138721,BW096367H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Har ødelagt rensenøgle og kan ikke kører rens,Kunden skal betale.,139809.0,130301715,116819,Milk Heating Coil TP,1.0
WO009124,8600,2021-12-06 08:54:00,2021-12-06 09:59:00,BW096365,BW096365,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Mail:
Kan ikke levere kaffe",,35100.0,130301280,104484,Mobil piston komplet TP,1.0
WO009134,6600,2021-12-07 10:30:00,2021-12-07 11:30:00,BW140258,BW140258,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Mail:
 Køleskabet til kaffemaskinen køler ikke. Den står på 10 grader. Gummilisten rundt om lågen sidder ordenligt. Har ikke mulighed for at komme om bag den og kigge.",,30882.0,130302425,133716,Føler for køleskab,1.0
WO009140,5000,2021-12-06 14:00:00,2021-12-06 14:30:00,BW141893,BW141893,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"– melder miilk low, selvom der er fyldt mælk i.",,185652.0,130301901,118710,Mælkeslange lang  BW 3,1.0
WO009146,4550,2021-12-06 14:11:00,2021-12-06 15:20:00,BW134217,BW134217,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Mail: Det virker som om der er noget galt med mælketilførslen.,,31661.0,130301535,108793,Ventil Pakning TP,1.0
WO009164,1410,2021-12-07 12:01:00,2021-12-07 14:24:00,BW150018,BW150018,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"fra mail: Efter kaffemaskinen er rengjort om aftenen står den som det er gjort, men når man kommer om morgenen, står den som om den ikke er det. Og det er kun de små rensetabs der skal i.",Skift evt. de to øverste stempler (115906) på ventilblok ovenpå boiler.,34372.0,130302031,120930,Rensenøgle for mælk TP,1.0
WO009212,2620,2021-12-08 08:23:00,2021-12-08 09:32:00,BW130268,BW130268,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,3/4kopper kaffe,,520712.0,130301682,116335,Afløb komplet TP,1.0
WO009270,8000,2021-12-09 09:27:00,2021-12-09 09:54:00,BW150272,BW150272,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,Espresso shots løber kun i den ene side. Som om den er delvis stoppet.,,124924.0,130301686,116360,Kaffeudløbstud CTM TP,1.0
WO009305,7620,2021-12-10 08:03:00,2021-12-10 10:17:00,B1142598,B1142598,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Melder komponentfejl.
De har forsøgt genstart. ",,4993.0,130301259,104151,Magnet for rensenøgle,1.0
WO009323,2100,2021-12-13 09:45:00,2021-12-13 10:42:00,BW085801,BW085801,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,"Lægger mælkevand på bordet, det løber ned af ledningerne.","Hun har sat et skilt på men ikke slukket den. Hvis ikke I når at komme i dag, vil hun slukke den, når de går hjem.",319145.0,130301530,108681,Lynkobling 4x4 TP,1.0
WO009331,8000,2022-02-10 12:51:00,2022-02-10 13:00:00,TS077042,TS077042,Used,Nedbrud,BW3 Te & Stream,Te og Steam BW3 TS 400 V,Nedbrud,Nedbrud,Problemer med steam. ,Er i tvivl om den skal oprettes på dette modul eller på deres CBT?,,131000003R,107198R,Modul BW3 Steam TS/CTS TP OMBYT,1.0
WO009348,3770,,2022-02-14 13:23:40,BW140249,BW140249,Used,,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Mail fra CK: Fylder mindre i kopperne,"Kaffemaskine fylder for lidt i kopperne
BJ 21-12-2021: Fejlfinding - adskilt hydraulikmodul, skiftet div.
dele i mælkepumpe ( mangler mælkecoil)
BJ 22-12-2021: Skiftet mælkecoil samt indstillinger",,130301715,116819,Milk Heating Coil TP,1.0
WO009380,6700,2021-12-11 14:07:00,2021-12-11 15:21:00,BW117433,BW117433,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Melder flowerror,,85000.0,130301867,118428,Flowmeter BW3,1.0
WO009381,1358,2021-12-11 12:30:00,2021-12-11 14:30:00,B1139474,B1137102H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,melder flowerror,Flowerror var løst ved at skift udleveringsventilen på kværnen. De havde også foamproblemer. Jeg har skiftet hvad der svarer til et lille service.,83583.0,130302366,131232,Andenæb TP,1.0
WO009381,1358,2021-12-11 12:30:00,2021-12-11 14:30:00,B1139474,B1137102H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,melder flowerror,Flowerror var løst ved at skift udleveringsventilen på kværnen. De havde også foamproblemer. Jeg har skiftet hvad der svarer til et lille service.,83583.0,130302197,125718,Kontraventil for rense blok BW4,1.0
WO009386,7730,2021-12-13 08:08:00,2021-12-13 09:41:00,BW134197,BW134197,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Smider vand ud i bunden, og melder tit fejl på bryggeren",,20584.0,130301280,104484,Mobil piston komplet TP,1.0
WO009391,4550,2021-12-13 12:52:00,2021-12-13 16:20:00,BW134217,BW134217,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Mail fra CK: : Maskinen bliver ved med at slå sikringen fra. Der var tekniker på igår og han fik gang i maskinen men den har slået sikringen fra 4 gange siden. Lørdag aften er den slået fra og maskinen lugter brændt derefter. Medarbejderen tør ikke skifte sikring mere.,"Der var tegn på vand oppe omkring varmelegemet - o-ringe herpå var slidte. Coil var defekt. Vandindgangsventil blev skiftet på grund af at maskinen slog sikringer da jeg tændte maskinen (der lugtede af brændt print), og grundet ‘skærm-fejl’ fra sidste nedbrud d. 10/12-21. Jeg kunne ikke se varmeskade på print, men jeg kunne høre at powerprintet havde en forhøjet elektrisk summen. Jeg havde et brugt i bilen -  dette blev påsat.

Jeg har kørt rens og tjekket for utætheder herunder. Ingen utætheder.

Mælkepumpen var ydermere også defekt. Ved tidligere nedbrud er drikke blevet skruet 10+ op i mælk i forhold til Circle k standarder.. dvs. cappuccino lille havde 24 mælk og 8 foam - skal være 11 og 6
",31760.0,130301529,108635,Ventil 2/2 indgang,1.0
WO009391,4550,2021-12-13 12:52:00,2021-12-13 16:20:00,BW134217,BW134217H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Mail fra CK: : Maskinen bliver ved med at slå sikringen fra. Der var tekniker på igår og han fik gang i maskinen men den har slået sikringen fra 4 gange siden. Lørdag aften er den slået fra og maskinen lugter brændt derefter. Medarbejderen tør ikke skifte sikring mere.,"Der var tegn på vand oppe omkring varmelegemet - o-ringe herpå var slidte. Coil var defekt. Vandindgangsventil blev skiftet på grund af at maskinen slog sikringer da jeg tændte maskinen (der lugtede af brændt print), og grundet ‘skærm-fejl’ fra sidste nedbrud d. 10/12-21. Jeg kunne ikke se varmeskade på print, men jeg kunne høre at powerprintet havde en forhøjet elektrisk summen. Jeg havde et brugt i bilen -  dette blev påsat.

Jeg har kørt rens og tjekket for utætheder herunder. Ingen utætheder.

Mælkepumpen var ydermere også defekt. Ved tidligere nedbrud er drikke blevet skruet 10+ op i mælk i forhold til Circle k standarder.. dvs. cappuccino lille havde 24 mælk og 8 foam - skal være 11 og 6
",31760.0,130301316,104817,O-ring 9x2 TP,2.0
WO009447,7570,2021-12-14 07:20:00,2021-12-14 08:51:00,BW142498,BW142498,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Gør ikke rengøring færdig, og den vil ikke give drikke.","Hun siger, at den ikke kommer med fejlmeddelelse.",18315.0,130301259,104151,Magnet for rensenøgle,1.0
WO009474,8230,2021-12-14 15:00:00,2021-12-14 16:07:00,B1142724,B1142724,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Lægger lidt vand inde i maskinen - kan ikke se, hvor det kommer fra.",,7277.0,130302194,125665,Mælke Coil 11Wi BW4,1.0
WO009524,6270,2021-12-15 12:45:00,2021-12-15 14:01:00,BW127345,BW127345,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Fra mail: Når maskinen skal til og male kaffe går den i stå. Fejlen opstår 4-5 gange i døgnet. Der er bønner nok i beholderen. Bentax skal derfor forbi asap.
Mvh. Jan.",,52320.0,130301892,118588,Pakning for fix piston TP,1.0
WO009528,5000,2021-12-15 11:30:00,2021-12-15 13:00:00,BW141893,BW141893,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Mail fra kunde: 
Det drejer sig om den slukkede kaffemaskine i foyeren. Det er noget med relæet, når man tænder for maskine, så forstyrrer det alarmsystemet. Så det er ret vigtigt vi får kontakt til dem.",Vil i tjekke sn om det er den TH eller TV.,186279.0,130301704,116593,Udløbsslange for kaffe TP,1.0
WO009531,8000,2021-12-15 14:38:00,2021-12-15 15:39:00,BW150272,BW150272,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,Sprøjter med lidt vand over display når de kører rens.,,125242.0,102128,,Udløbsslange for kaffe TP,1.0
WO009610,5000,2021-12-16 14:31:00,2021-12-16 16:30:00,200149695,200149695,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud,Nedbrud,Lækker vand under maskinen. slår hfi relæ.  registrering Ingen mælk. ,Ester siger at der tit er service på denne maskine - har lovet at du tjekker den grundigt (det ved jeg godt I altid gør 🤩🤩🤩),7575.0,130302313,128896,Mælkeslange lang BW4,1.0
WO009620,5000,2021-12-17 09:00:00,2021-12-17 10:30:00,BW141900,BW141900,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Vil ikke give mælk,Coli defekt. Boller fuld med kalk. ,240720.0,130301739,117112,Temperatur føler TP,1.0
WO009631,9900,2021-12-16 12:34:00,2021-12-16 17:38:00,BW083777,BW083777,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,flow error,,115266.0,132000000,120701,Mælkepumpe TP,1.0
WO009651,2630,2021-12-17 11:14:00,2021-12-17 13:11:00,200145966,200145966,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Vil ikke give mælk på kakaoen - de andre mælkedrikke kører fint,,21475.0,130302194,125665,Mælke Coil 11Wi BW4,1.0
WO009651,2630,2021-12-17 11:14:00,2021-12-17 13:11:00,200145966,200145966,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Vil ikke give mælk på kakaoen - de andre mælkedrikke kører fint,,21475.0,130301129,101212,Lille eftersyns kit for BW4c,1.0
WO009654,2950,2021-12-17 12:43:00,2021-12-17 15:35:00,B1139541,B1140449H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud,Problemer med dosering af mælk. kommer for lidt i.,"Mælkepumpe var utæt. Coil var blokeret. 3-vejsventil under mælkepumpe var defekt (er blevet smurt ind i mælk fra mælkepumpe.
Jeg har ydermere opdateret software fra 1.13.0 til 1.23.0. Dertil har jeg også genkalibreret maskinen (kværn og vand).

Tid: 3timer
Kørsel: ja",57228.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,3.0
WO009654,2950,2021-12-17 12:43:00,2021-12-17 15:35:00,B1139541,B1140449H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud,Problemer med dosering af mælk. kommer for lidt i.,"Mælkepumpe var utæt. Coil var blokeret. 3-vejsventil under mælkepumpe var defekt (er blevet smurt ind i mælk fra mælkepumpe.
Jeg har ydermere opdateret software fra 1.13.0 til 1.23.0. Dertil har jeg også genkalibreret maskinen (kværn og vand).

Tid: 3timer
Kørsel: ja",57228.0,132000000,120701,Mælkepumpe TP,1.0
WO009689,8220,2021-12-20 14:09:00,2021-12-20 16:23:00,BW083293,BW083293,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Flowerror,,386048.0,132000000,120701,Mælkepumpe TP,1.0
WO009706,4040,2021-12-20 12:22:00,2021-12-20 14:21:00,BW117594,BW074762H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Fra mail: Laver halve kopper.,,72543.0,130301127,101210,Mælkepumpe kit for BW3,1.0
WO009706,4040,2021-12-20 12:22:00,2021-12-20 14:21:00,BW117594,BW117594,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Fra mail: Laver halve kopper.,,72543.0,130301535,108793,Ventil Pakning TP,1.0
WO009767,2450,2021-12-22 08:00:00,2021-12-22 11:12:00,BW134226,BW134226,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Problemer med dosering. Er ikke korrekt,,150529.0,131000009R,122469R,Modul BW3 Hydraulik CTMC/CBTM Piller TP OMBYT,1.0
WO009785,1613,2021-12-22 12:08:00,2021-12-22 15:58:00,B1140449,B1123465H,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,Vil ikke give mælk.,,96306.0,130301127,101210,Mælkepumpe kit for BW3,1.0
WO009785,1613,2021-12-22 12:08:00,2021-12-22 15:58:00,B1140449,B1123465H,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,Vil ikke give mælk.,,96306.0,130302197,125718,Kontraventil for rense blok BW4,1.0
WO009828,2770,2021-12-23 11:50:00,2021-12-23 13:08:00,BW141002,BW141002,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Vil ikke udlevere mælkedrikke.
Husk vi skal have adgangskort/Havnekort.

Dennis - 42 13 32 15",,93358.0,130302287,127605,Indsugningsrør for mælkeslange BW4c,1.0
WO009845,2100,2021-12-27 11:40:00,2021-12-27 12:21:00,B1137758,B1137758,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud,Nedbrud,lægger vand under maskiner i forbindelse med rens,,29912.0,130301139,101226,Afløbsslange TP 16 MM x 2 M,1.0
WO009868,2620,2021-12-28 15:31:00,2021-12-28 15:32:00,BW150096,BW150096,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Melder flow error i forbindelse med rens. Rens kunne ikke udføres på maskinen. ,,226960.0,130301657,115953,Filter for flowmeter TP,1.0
WO009937,2300,2021-12-30 12:31:00,2021-12-30 13:07:00,200151132,200151132,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud,Nedbrud,"Mail: Jeg har fået knækket en eller dims i kaffemaskinen heroppe.
Det er den røde plastikdims til venstre på maskinen. 
",Kunden skal betale ,2367.0,130302422,133555,Stempel for kaffe-rensenøgle,1.0
WO009949,1051,2021-12-31 10:41:00,2021-12-31 10:45:00,BW145182,BW145182,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,Piston error,Weekendudkald ,69690.0,130301280,104484,Mobil piston komplet TP,1.0
WO009972,2670,2022-01-03 08:50:00,2022-01-03 09:39:00,BW084199,BW084199,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,laver 1/2 kopper ,"Kunden kunne ikke sige, hvilke kopper eller om det var alle kopper der var 1/2.",127086.0,130301892,118588,Pakning for fix piston TP,1.0
WO009997,2200,2022-01-03 12:35:00,2022-01-03 14:47:00,BW094931,BW105228H,Used,Nedbrud Frisk mælk Thermoplan,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Melder flow error ved rens.,,38916.0,130301316,104817,O-ring 9x2 TP,2.0
WO010004,5000,2022-01-04 09:00:00,2022-01-04 09:55:00,BW141900,BW141900,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Maskinen skummer ikke mælken, det er flad mælk, der kommer ud.",,242164.0,130302366,131232,Andenæb TP,1.0
