Work Order,Postal Code,First Arrived On,Completed On,Primary Incident Customer Asset,Customer Asset,Line Status,Incident Type,Primær Asset Kategori,Primær Asset Produkt,Work Order Type,Primary Incident Type,Instructions,Intern note,Koptæller,Product ID (Product) (Product),Supplier Item number (Product) (Product),Name,Quantity
WO013110,6500,2022-03-25 09:15:00,2022-03-25 10:45:00,200144511,200144511,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Fejlsøgning på kaffemaskine. Skriver vandflowfejl. Køre ikke.clean,Jane: 2230 5785. Udskift Membran I mælkeventiler. Utæt ved ventil blok boiler o-ring udskift rengjort boiler top. Renset te og clean ventil. Har haft en anden vandpumpe på da den støjer mrn fandt ud af at det var fordi den ikkr fik vand. Renset indløbs ventil. Renset kontraventil til vand indløb. Men uden held bestilt ny indløbs ventil. ,5323.0,130301923,119414,O Ring 2.90X1.78 EPDM 291,1.0
WO013110,6500,2022-03-25 09:15:00,2022-03-25 10:45:00,200144511,200144511,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Fejlsøgning på kaffemaskine. Skriver vandflowfejl. Køre ikke.clean,Jane: 2230 5785. Udskift Membran I mælkeventiler. Utæt ved ventil blok boiler o-ring udskift rengjort boiler top. Renset te og clean ventil. Har haft en anden vandpumpe på da den støjer mrn fandt ud af at det var fordi den ikkr fik vand. Renset indløbs ventil. Renset kontraventil til vand indløb. Men uden held bestilt ny indløbs ventil. ,5323.0,130301114,101044,Bypass kit for vandpumpe TP,1.0
WO013110,6500,2022-03-25 09:15:00,2022-03-25 10:45:00,200144511,200144511,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Fejlsøgning på kaffemaskine. Skriver vandflowfejl. Køre ikke.clean,Jane: 2230 5785. Udskift Membran I mælkeventiler. Utæt ved ventil blok boiler o-ring udskift rengjort boiler top. Renset te og clean ventil. Har haft en anden vandpumpe på da den støjer mrn fandt ud af at det var fordi den ikkr fik vand. Renset indløbs ventil. Renset kontraventil til vand indløb. Men uden held bestilt ny indløbs ventil. ,5323.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,3.0
WO013110,6500,2022-03-25 09:15:00,2022-03-25 10:45:00,200144511,200144511,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Fejlsøgning på kaffemaskine. Skriver vandflowfejl. Køre ikke.clean,Jane: 2230 5785. Udskift Membran I mælkeventiler. Utæt ved ventil blok boiler o-ring udskift rengjort boiler top. Renset te og clean ventil. Har haft en anden vandpumpe på da den støjer mrn fandt ud af at det var fordi den ikkr fik vand. Renset indløbs ventil. Renset kontraventil til vand indløb. Men uden held bestilt ny indløbs ventil. ,5323.0,130302240,126676,Spildbakke dæksel for BW4c,1.0
WO013111,7190,2022-03-22 08:15:00,2022-03-22 09:45:00,B1137194,B1137194,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Knurre i stedet for at trække mælk og slutter med at spytte en lille smule vand i mælkebeholderen. ,,68911.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,3.0
WO013113,8230,2022-03-21 11:16:00,2022-03-21 13:51:00,BW154165,BW154165,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,"Strømmen går i hele butikken, når maskinen bruges.",,,130301917,119060,"Varmelegeme 3,2 KW TP",1.0
WO013125,7190,2022-03-21 16:14:00,2022-03-21 17:04:00,200155188,200155188,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud,Nedbrud,"Maskine i kantine, dims til rengøringstabs er faldet af.","ASA - Kunne ikke få uddybet hvilken farve eller om det er en rengøringsnøgle eller hvor man skruer rengøringsnøgle i.
Vil du tage serienummer? Jeg har ikke registreret en maskine i kantinen.GARANTI ???",236.0,130302422,133555,Stempel for kaffe-rensenøgle,1.0
WO013138,2620,2022-03-21 13:27:00,2022-03-21 14:41:00,BW134748,BW080991H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Vand tilbage i mælken,Hint: Efterse hvornår maskinen skyller vand i mælken. Er det efter drikke eller under “rinse”. Fejlkoder er i power bi,,130301127,101210,Mælkepumpe kit for BW3,1.0
WO013138,2620,2022-03-21 13:27:00,2022-03-21 14:41:00,BW134748,BW080991H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Vand tilbage i mælken,Hint: Efterse hvornår maskinen skyller vand i mælken. Er det efter drikke eller under “rinse”. Fejlkoder er i power bi,,130301923,119414,O Ring 2.90X1.78 EPDM 291,1.0
WO013155,2100,2022-03-21 14:47:00,2022-03-21 16:03:00,BW078519,BW134215B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,"Melder flowerror, kan steame, kan give thevand.",ASA - Aquastop/hydro stopper (jeg kan ikke huske hvad vi kalder den) er ikke slået ud.,447673.0,130301892,118588,Pakning for fix piston TP,1.0
WO013155,2100,2022-03-21 14:47:00,2022-03-21 16:03:00,BW078519,BW134215B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,"Melder flowerror, kan steame, kan give thevand.",ASA - Aquastop/hydro stopper (jeg kan ikke huske hvad vi kalder den) er ikke slået ud.,447673.0,130301318,104819,"O-ring 10,82x1,78 TP",1.0
WO013158,2960,2022-03-22 10:12:00,2022-03-22 10:48:00,BW081040,BW081040,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,Mail: udløbshoved løber ud med kaffe hele vejen rundt om.,"ASA - Set af CD, udløbshovedet er tjekket af CD.",170396.0,130301686,116360,Kaffeudløbstud CTM TP,1.0
WO013160,9000,2022-03-22 07:34:00,2022-03-22 08:57:00,BW124646,BW124646,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud,Nedbrud,Den giver igen ikke mælk.,,41958.0,130301715,116819,Milk Heating Coil TP,1.0
WO013173,2150,2022-03-22 09:31:00,2022-03-22 10:20:00,B1142408,B1142408,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,Filter på mælkeslangen er knækket.,SLA: Foretrækker et tidligt besøg hvis muligt.,45311.0,130302313,128896,Mælkeslange lang BW4,1.0
WO013182,7570,2022-03-23 09:05:00,2022-03-23 09:36:00,BW142498,BW142498,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Kan ikke få lov til at rengøre.,,18844.0,130301785,117546,Rensenøgle komplet Kaffe TP,1.0
WO013184,2765,2022-03-22 09:51:00,2022-03-22 13:07:00,BW145746,BW140100H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,Skærmen gik ud efter rens.,Der er et 100k på denne maskine.,,130301844,118051,Ventilblok,1.0
WO013185,2100,2022-03-22 13:05:00,2022-03-22 15:18:00,BW078519,BW078362H,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,Melder flowerror,"ASA- Meldte også flowerror igår, vi fiksede den, men nu melder den det igen.

Indstil efter Bentax recepter for Emmerys - ligger i power bi",447792.0,130301317,104818,"O-ring 10,69x3,53 TP",1.0
WO013189,2100,2022-03-22 10:30:00,2022-03-22 13:49:00,BW141580,BW141580,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,Giver ikke mælk.,,181496.0,130301128,101211,Renseblock kit for BW3,1.0
WO013189,2100,2022-03-22 10:30:00,2022-03-22 13:49:00,BW141580,BW141580,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,Giver ikke mælk.,,181496.0,132000000,120701,Mælkepumpe TP,1.0
WO013189,2100,2022-03-22 10:30:00,2022-03-22 13:49:00,BW141580,BW141580,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,Giver ikke mælk.,,181496.0,130301535,108793,Ventil Pakning TP,1.0
WO013192,2650,2022-03-22 11:52:00,2022-03-22 14:03:00,B1137632,B1141265H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Utæt - lækker noget der virker som om det ikke er vand,"Tid: 1t 30m
Kørsel: ja

Mælkecoilen var utæt omkring indgangstilkoblingen. For at forhindre at den nye coil blev utæt er yderligere reservedele blevet skiftet i mælkesystemet. 

Software er ydermere blevet opdateret fra 1.16.0 til 1.23.0

Kunden har ikke servicekontrakt.",19519.0,130302194,125665,Mælke Coil 11Wi BW4,1.0
WO013192,2650,2022-03-22 11:52:00,2022-03-22 14:03:00,B1137632,B1141265H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Utæt - lækker noget der virker som om det ikke er vand,"Tid: 1t 30m
Kørsel: ja

Mælkecoilen var utæt omkring indgangstilkoblingen. For at forhindre at den nye coil blev utæt er yderligere reservedele blevet skiftet i mælkesystemet. 

Software er ydermere blevet opdateret fra 1.16.0 til 1.23.0

Kunden har ikke servicekontrakt.",19519.0,130301563,111895,Support til andenæb,1.0
WO013192,2650,2022-03-22 11:52:00,2022-03-22 14:03:00,B1137632,B1141265H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Utæt - lækker noget der virker som om det ikke er vand,"Tid: 1t 30m
Kørsel: ja

Mælkecoilen var utæt omkring indgangstilkoblingen. For at forhindre at den nye coil blev utæt er yderligere reservedele blevet skiftet i mælkesystemet. 

Software er ydermere blevet opdateret fra 1.16.0 til 1.23.0

Kunden har ikke servicekontrakt.",19519.0,130302193,125664,Møtrik for BW4c coil,2.0
WO013192,2650,2022-03-22 11:52:00,2022-03-22 14:03:00,B1137632,B1141265H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Utæt - lækker noget der virker som om det ikke er vand,"Tid: 1t 30m
Kørsel: ja

Mælkecoilen var utæt omkring indgangstilkoblingen. For at forhindre at den nye coil blev utæt er yderligere reservedele blevet skiftet i mælkesystemet. 

Software er ydermere blevet opdateret fra 1.16.0 til 1.23.0

Kunden har ikke servicekontrakt.",19519.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,4.0
WO013192,2650,2022-03-22 11:52:00,2022-03-22 14:03:00,B1137632,B1141265H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Utæt - lækker noget der virker som om det ikke er vand,"Tid: 1t 30m
Kørsel: ja

Mælkecoilen var utæt omkring indgangstilkoblingen. For at forhindre at den nye coil blev utæt er yderligere reservedele blevet skiftet i mælkesystemet. 

Software er ydermere blevet opdateret fra 1.16.0 til 1.23.0

Kunden har ikke servicekontrakt.",19519.0,130302197,125718,Kontraventil for rense blok BW4,1.0
WO013192,2650,2022-03-22 11:52:00,2022-03-22 14:03:00,B1137632,B1141265H,Used,Hændelse for modul,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Utæt - lækker noget der virker som om det ikke er vand,"Tid: 1t 30m
Kørsel: ja

Mælkecoilen var utæt omkring indgangstilkoblingen. For at forhindre at den nye coil blev utæt er yderligere reservedele blevet skiftet i mælkesystemet. 

Software er ydermere blevet opdateret fra 1.16.0 til 1.23.0

Kunden har ikke servicekontrakt.",19519.0,130302366,131232,Andenæb TP,1.0
WO013247,3000,2022-03-23 10:54:00,2022-03-23 12:45:00,200146862,100060998B,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud,Nedbrud,"Fejl under rengøring, maskine melder: 10000008 rengøringsfejl. ","SLA: Hvis dette kan løses over tlf, er Jim på 50585802

23/3 2022 Bestilt 30000 kopservice. Modul er bestilt. TO",39026.0,130302403,132878,Ring membran for ventil 2/2 FKM BW4 mekanisk,2.0
WO013250,7190,2022-03-23 11:15:00,2022-03-23 12:45:00,B1137194,B1137194,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,"Går i stå ved rengøring når de sætter tabs i nøgle.
Satte det igang med kode og kunne fuldføre rengøring, men meldte så fejl i rengøringsprogram.","ASA - Hende der ringede havde ikke selv stået med maskinen, så jeg kunne ikke få mere at vide.",68972.0,130302385,132067,Piston cleaning tab detection blue assy,1.0
WO013258,9000,2022-03-25 10:04:00,2022-03-25 11:24:00,200144900,200144900,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,Melder fejl i rengøringsprogram. Utæt når de rengør om aftenen.,ASA - De var ikke obs på hvilket trin de kom til i rengøringsprogrammet.,65963.0,130302070,121459,Rensenøgle for mælk komplet TP,1.0
WO013270,2100,2022-03-23 13:39:00,2022-03-23 14:51:00,BW141580,BW141580,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,"De plejer at bruge en 1 liters beholder i køl til når de kører renseprogram. Her til morgen, flød det over med rensevæske.",ASA - Kan reparationen fra i går have noget med dette at gøre?,181610.0,130301806,117705,Ventil 3/2 vejs,1.0
WO013271,1620,2022-03-23 12:52:00,2022-03-23 14:13:00,200145380,200145380,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,Kogeren er i stykker,,6562.0,130302209,125855,Temperatur sensor BW4 - brug 130305722,1.0
WO013286,1051,2022-03-24 13:41:00,2022-03-24 16:29:00,BW151424,RF218964,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,"Ønsker service efter maskinen har stået stille i et halvt års tid.
Den blå rensenøgle er også knækket.","SLA: Ring 25687002 ved ankomst - Kenny.
Reservedel ikke omfattet af service,…..",16817.0,130302070,121459,Rensenøgle for mælk komplet TP,1.0
WO013287,1850,2022-04-06 10:21:00,2022-04-06 12:26:00,BW104743,BW104743,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,100.000 kop eftersyn.,"ASA: Kunde har ikke serviceaftale. Vi laver derfor ikke sagen i Field Service som et Thermoplan 100.000 kops eftersyn, men sagen skal behandles som 100.000 kops eftersyn. Klaus tlf. 21555555 har godkendt pris på besøg på 13.300 kroner. ASA skal afslutte denne. Priser der er givet er på baggrund af SO37972 - ordre i BC se evt note på hændelse med pdf.fil.


Moduler  og kit er bestilt. 24/3-22 Fk",70244.0,131000003R,107198R,Modul BW3 Steam TS/CTS TP OMBYT,1.0
WO013287,1850,2022-04-06 10:21:00,2022-04-06 12:26:00,BW104743,BW104743,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,100.000 kop eftersyn.,"ASA: Kunde har ikke serviceaftale. Vi laver derfor ikke sagen i Field Service som et Thermoplan 100.000 kops eftersyn, men sagen skal behandles som 100.000 kops eftersyn. Klaus tlf. 21555555 har godkendt pris på besøg på 13.300 kroner. ASA skal afslutte denne. Priser der er givet er på baggrund af SO37972 - ordre i BC se evt note på hændelse med pdf.fil.


Moduler  og kit er bestilt. 24/3-22 Fk",70244.0,131000007R,117980R,Modul BW3 Mekanisk samtlige modeller TP OMBYT,1.0
WO013287,1850,2022-04-06 10:21:00,2022-04-06 12:26:00,BW104743,BW104743,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,100.000 kop eftersyn.,"ASA: Kunde har ikke serviceaftale. Vi laver derfor ikke sagen i Field Service som et Thermoplan 100.000 kops eftersyn, men sagen skal behandles som 100.000 kops eftersyn. Klaus tlf. 21555555 har godkendt pris på besøg på 13.300 kroner. ASA skal afslutte denne. Priser der er givet er på baggrund af SO37972 - ordre i BC se evt note på hændelse med pdf.fil.


Moduler  og kit er bestilt. 24/3-22 Fk",70244.0,130301523,108579,Ventil med sokkel TP,1.0
WO013287,1850,2022-04-06 10:21:00,2022-04-06 12:26:00,BW104743,BW104743,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,100.000 kop eftersyn.,"ASA: Kunde har ikke serviceaftale. Vi laver derfor ikke sagen i Field Service som et Thermoplan 100.000 kops eftersyn, men sagen skal behandles som 100.000 kops eftersyn. Klaus tlf. 21555555 har godkendt pris på besøg på 13.300 kroner. ASA skal afslutte denne. Priser der er givet er på baggrund af SO37972 - ordre i BC se evt note på hændelse med pdf.fil.


Moduler  og kit er bestilt. 24/3-22 Fk",70244.0,130301135,101222,Service Kit Chassis CTS TP,1.0
WO013287,1850,2022-04-06 10:21:00,2022-04-06 12:26:00,BW104743,BW104743,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,100.000 kop eftersyn.,"ASA: Kunde har ikke serviceaftale. Vi laver derfor ikke sagen i Field Service som et Thermoplan 100.000 kops eftersyn, men sagen skal behandles som 100.000 kops eftersyn. Klaus tlf. 21555555 har godkendt pris på besøg på 13.300 kroner. ASA skal afslutte denne. Priser der er givet er på baggrund af SO37972 - ordre i BC se evt note på hændelse med pdf.fil.


Moduler  og kit er bestilt. 24/3-22 Fk",70244.0,131000008R,118922R,Modul BW3 Hydraulik CBT/CT/CTS TP OMBYT,1.0
WO013306,3770,,2022-03-31 15:01:42,BW140249,BW140249,Used,,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Suger ikke mælk op, har sug og div.
28/3 - Melder nu også flowerror","Fejlbeskrivelse: BW3 suger ikke mælk.
Løsning: Fejlfinding - efterset, rensning af ventiler og dyser mm.
Skiftet renseblok og mælkepumpe, efterset alle ventiler samt slanger",,130301874,118525,Renseblok til Thermoblue TP,1.0
WO013306,3770,,2022-03-31 15:01:42,BW140249,BW140249,Used,,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,"Suger ikke mælk op, har sug og div.
28/3 - Melder nu også flowerror","Fejlbeskrivelse: BW3 suger ikke mælk.
Løsning: Fejlfinding - efterset, rensning af ventiler og dyser mm.
Skiftet renseblok og mælkepumpe, efterset alle ventiler samt slanger",,132000000,120701,Mælkepumpe TP,1.0
WO013307,2820,2022-03-24 09:21:00,2022-03-24 10:34:00,BW083517,BW135524B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,Der kommer kaffe ud de forkerte steder,,259779.0,130301624,115890,Fjedersæt for brygger TP,1.0
WO013310,FO-100,2022-03-26 11:05:00,2022-03-26 13:09:00,BW078388,BW078388,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"BW3 CTM maskine til venstre i baren er utæt.
Der kommer vand og mælk ud under maskinen.
De har slukket den.","OBS der er også sag på regenerering og kopaflæsning på en af deres maskiner.
Er kommet på mail fra PKC.
Færgen ligger i Hirtshals Lørdag kl 11,00 ca til kl ukendt..
De vil gerne at vi kommer ombord så snart færgen er i havn.
OBS. SAMME MASKINE SOM HENRIK VAR PÅ SIDSTE LØRDAG.

(Maskinen er generelt i dårlig stand, bør nok udskiftes på et tidspunkt) ",285011.0,131000009R,122469R,Modul BW3 Hydraulik CTMC/CBTM Piller TP OMBYT,1.0
WO013315,5500,2022-03-24 11:45:00,2022-03-24 12:30:00,200145325,200145325,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Suger ikke mælk op. Har kørt rengøringsprogram fint her til morgen. Der er lidt væske under maskinen. Der er vandskjolder på bordet fra ugens løb fra en utæthed.,,2840.0,130301923,119414,O Ring 2.90X1.78 EPDM 291,1.0
WO013317,2620,2022-03-24 13:50:00,2022-03-24 15:36:00,310159045,310159045,Used,Nedbrud,BW4 CTM2,Thermoplan Kaffemaskine BW4 CTM2 TC 380V,Nedbrud,Nedbrud,Helt afbrudt fra strøm.,,26501.0,130302173,125393,O Ring 85.00X2.50 EPDM 291 BW4,1.0
WO013385,8800,2022-03-28 07:50:00,2022-03-28 08:55:00,135403,135403,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,"Komponentfejl - der kommer kun mælk, ikke kaffe.",,,130301273,104360,Siplade for piston TP,1.0
WO013385,8800,2022-03-28 07:50:00,2022-03-28 08:55:00,135403,135403,Used,Nedbrud,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud,Nedbrud,"Komponentfejl - der kommer kun mælk, ikke kaffe.",,,130302295,127792,Membran for ventil 2/2 FKM (BRUG 132878),1.0
WO013389,2820,2022-03-28 13:37:00,2022-03-28 14:32:00,BW114830,BW138721B,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Vores maskine Thermoplan nr 2 hvæser af os😊, vil I kigge på det.",,706169.0,130301317,104818,"O-ring 10,69x3,53 TP",1.0
WO013389,2820,2022-03-28 13:37:00,2022-03-28 14:32:00,BW114830,BW138721B,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Vores maskine Thermoplan nr 2 hvæser af os😊, vil I kigge på det.",,706169.0,130301624,115890,Fjedersæt for brygger TP,1.0
WO013389,2820,2022-03-28 13:37:00,2022-03-28 14:32:00,BW114830,BW138721B,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Vores maskine Thermoplan nr 2 hvæser af os😊, vil I kigge på det.",,706169.0,130301892,118588,Pakning for fix piston TP,1.0
WO013389,2820,2022-03-28 13:37:00,2022-03-28 14:32:00,BW114830,BW138721B,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Vores maskine Thermoplan nr 2 hvæser af os😊, vil I kigge på det.",,706169.0,130301318,104819,"O-ring 10,82x1,78 TP",1.0
WO013392,FO-100,2022-03-26 14:00:00,2022-03-26 15:30:00,200149504,200149504,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud,Nedbrud,Stopper til i kakaoen hele tiden. ,,24500.0,130302380,131816,Pump with magnetic clutch set,1.0
WO013435,2970,2022-03-28 10:01:00,2022-03-28 11:50:00,B1138991,B1142092H,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Maskinen gennemfører ikke renseprogrammet - stopper midt i - forsøgt 3-4 gange.,,92300.0,130302292,127751,Komplet mælke rense nøgle BW4c,1.0
WO013435,2970,2022-03-28 10:01:00,2022-03-28 11:50:00,B1138991,B1138991,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Maskinen gennemfører ikke renseprogrammet - stopper midt i - forsøgt 3-4 gange.,,92300.0,130302346,130335,O-Ring 13.95x2.62 EPDM,1.0
WO013435,2970,2022-03-28 10:01:00,2022-03-28 11:50:00,B1138991,B1142092H,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Maskinen gennemfører ikke renseprogrammet - stopper midt i - forsøgt 3-4 gange.,,92300.0,130302294,127791,Ring Membran for ventil 3/2 FKM BW4 hydraulik,4.0
WO013435,2970,2022-03-28 10:01:00,2022-03-28 11:50:00,B1138991,B1142092H,Used,Nedbrud,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud,Nedbrud,Maskinen gennemfører ikke renseprogrammet - stopper midt i - forsøgt 3-4 gange.,,92300.0,130302197,125718,Kontraventil for rense blok BW4,1.0
WO013440,2300,2022-03-28 12:59:00,2022-03-28 13:37:00,BW083519,BW083519,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTS2,Nedbrud,Nedbrud,Steamer - ikke varm nok.,,299248.0,130301860,118390,Ntc føler TP,1.0
WO013454,7190,2022-05-02 12:23:00,2022-05-02 13:25:00,200148627,200148627,Used,BW4c lille eftersyn,BW4c CTM2 P,Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud,BW4c lille eftersyn,"Maskine melder fejl - og trænger til eftersyn
","ASA - OBS, en af maskinerne melder service og filterskifte jeg ved ikke hvilken af dem det er. Vil du opdatere placeringer på maskinen? Vil du trække sag på regenerering og eftersyn, eller ringe til mig, og jeg laver sager til det.",,130301129,101212,Lille eftersyns kit for BW4c,1.0
WO013464,2820,2022-03-29 07:28:00,2022-03-29 08:18:00,BW096231,BW096231,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Mail fra Tina: Maskine 6 termoplan drypper under maskinen, kan vi få Torpen til at se på den ?",,758160.0,130300931,104793,Oring for omløber TP,1.0
WO013464,2820,2022-03-29 07:28:00,2022-03-29 08:18:00,BW096231,BW096231,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTM2,Nedbrud,Nedbrud,"Mail fra Tina: Maskine 6 termoplan drypper under maskinen, kan vi få Torpen til at se på den ?",,758160.0,130302088,122076,Kaffeudløb CTMC TP,1.0
WO013465,2100,2022-03-29 08:58:00,2022-03-29 09:46:00,B1138377,B1135813H,Used,Hændelse for modul,BW4c CTM2,Thermoplan Kaffemaskine BW4c CTM2,Nedbrud,Nedbrud,Utæt under bunden af maskinen. Vand på bordpladen. ,,61105.0,130301327,104833,O ring for coil Bw4c - BRUG 140435,2.0
WO013493,2770,2022-03-29 08:28:00,2022-03-29 11:49:00,BW153475,BW153475,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud,Nedbrud,Melder fejl på grumsebeholder kan ikke få det væk,,23900.0,130302385,132067,Piston cleaning tab detection blue assy,1.0
WO013495,8220,2022-04-01 07:44:00,2022-04-01 09:21:00,BW075474,BW075474,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,Sort skærm,,,130301529,108635,Ventil 2/2 indgang,1.0
WO013495,8220,2022-04-01 07:44:00,2022-04-01 09:21:00,BW075474,BW075474,Used,Nedbrud,BW3,Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud,Nedbrud,Sort skærm,,,130302272,127163,Print for display TP,1.0
WO013504,1577,2022-03-29 14:01:00,2022-03-29 14:50:00,BW121531,BW121531B,Used,Hændelse for modul,BW3,Thermoplan Kaffemaskine BW3 CBT2,Nedbrud,Nedbrud,Der kommer vand ud af maskinen,"ASA - Der er 2 sager på denne kunde.
ASA - Han talte ikke så godt dansk, så jeg fik ikke en uddybende fejlmelding.

Lynkoblingen på kværnmodulet var hoppet af. Denne er skiftet.",,130301492,108200,Lynkobling vinkel  TP,1.0
